,Número de registro,Outros números,Situação,Denominação,Autor,Classificação,Resumo descritivo,Dimensões - altura,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - diâmetro,Dimensões - peso,Material/Técnica,Local de produção,Data de produção,ACERVO,URL,TAINACAN_COLECTION_ID
67,GO.99.029.193,83042029193 | 7,Localizado,São Sebastião,José Joaquim da Veiga Valle,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina de pé, amarrado em um tronco. Cabeça inclinada para trás voltada para a direita. Cabelos longos partidos ao meio em mechas castanho caído para trás com mechas no ombro direito. Olhos escuros pintados voltados ao alto. Nariz aquilino, boca entreaberta aparecendo os dentes. Pescoço musculoso. Braço direito flexionado para cima punho atado preso ao tronco por corda no antebraço, furo de flecha mão aberta tendo indicador e polegar indicando ao lado. Braço esquerdo caído atado ao tronco em forquilha furo de flecha no ombro, mão aberta. Tronco com caixa torácica aquecida costelas furo de flecha na altura do coração. Perna direita reta, esquerda flexionada com furo de flecha na coxa. Pés firmes na diagonal. Corpo nu com apenas o perizônio nos quadris, panejamento acentuado atado em nó descendo cai pontas em dobras afastado da coxa. Tronco verde com 4 galhos formando a peanha na forma de monte. Carnação creme pálida brilhante. Escultura policromada.","0,84 m","0,40 m",,,,Madeira > Cedro,Brasil > Goiás > Cidade de Goiás,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
68,GO.99.029.131,74.001.029.131,Localizado,Urna funerária,Não identificado,09 Objetos Cerimoniais > 09.4 Objeto Funerário,"Peça de base lisa, circular com frisos. Parte superior em estrangulamento, seguido por coluna em sulco em forma de gamos e lisos. Bojo com parte inferior decorada com frisos em forma de gomo, parte superior lisa com inscrições ""restos mortais do escultor Veiga Valle"", tampa campanular com decoração no centro.",,"0,35 m",,"0,20 m",,Metal,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
69,GO. 99.029.132,74.002.029.132,Localizado,Orátorio de parede,José Joaquim da Veiga Valle,05 Interiores > 05.5 Peça de Mobiliário,"Oratório de parede retangular, colunas laterais com entalhes dourados e desenhos de volutas e flores. Frontão emoldurado com vestígios de pintura dourada. Parte superior em forma de arco com vestígios de pintura verde com frisos, molduras e desenhos em volutas douradas. No centro uma porta com molduras em madeira e o centro em vidro. Parte interna forrada de veludo azul, em cada lateral uma almofada na cor bege. Fechadura e duas dobradiças na porta.","2,02 m","1,23 m",,,,Madeira,Brasil > Goiás > Cidade de Goiás,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
70,GO.99.029.133,78.001.029.133,Localizado,Grosa,Não identificado,06 Trabalho > 06.3 Equipamento de Artistas/Artesãos,Cilíndrico oitavado com pontas curvas e frisadas.,"0,16 m",,,,,Metal,Brasil > Rio de Janeiro,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
71,GO.99.029.134,78.002.029.134,Localizado,Buril,Não identificado,06 Trabalho > 06.3 Equipamento de Artistas/Artesãos,"Cabo cilíndrico oitavado, suporte cilíndrico com friso no meio. Ponta em formato de ""pena""","0,16 m",,,,,Metal > Ferro,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
72,GO.99.029.135,78.003.029.135,Localizado,Brunidor,Não identificado,06 Trabalho > 06.3 Equipamento de Artistas/Artesãos,Cabo de madeira cilíndrico. Suporte de metal. Ponta curva de âmbar.,,,"0,16 m",,,Resina Fóssil > Âmbar | Madeira | Metal,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
73,GO.99.029.136,78.004.029.136,Localizado,Formão,Não identificado,06 Trabalho > 06.3 Equipamento de Artistas/Artesãos,"Peça em formato retangular alongado, face superior pontiaguda para encaixar o cabo, parte inferior lisa, ponta com rebaixo para corte.","0,0145",,,,,Metal > Ferro,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
74,GO.99.029.137,78.005.029.137,Localizado,Lápide,Não identificado,09 Objetos Cerimoniais > 09.4 Objeto Funerário,Pedra emoldurada em alto relevo com inscrições em baixo relevo. Lápide coroada com uma cruz com bordas de frisos em canaletas. Tendo como inscrições: Aqui descanção os restos mortais do virtuoso Major José Joaquim da Veiga Valle Nascido em 9 de setembro de 1806 e falecido em 29 de janeiro de 1874 P.N. A.M,,"0,43 m",,,,Pedra > Pedra sabão,Brasil > Goiás > Cidade de Goiás,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
75,GO.99.029.194,83043029194 | 9,Localizado,Menino Jesus,José Joaquim da Veiga Valle,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Menino Jesus deitado, olhos abertos, nariz aquilino, cabelos meio longos dourados em mechas na testa e para trás. Braço direito flexionado com mão em posição de abençoar, o esquerdo flexionado na horizontal, perna direita flexionada para trás e esquerda para frente sobreposta à perna direita. Escultura policromada.","0,29 m","0,11, m",,,,Madeira,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
76,GO.99.029.196,83045029196 | 10,Localizado,Nossa Senhora da Piedade,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura feminina, sentada em banqueta, tendo ao colo a figura de Cristo morto. Cabeça voltada para a direita, olhos baixos pintados direcionados. Boca fechada, nariz aquilino, braço direito flexionado com a mão segurando o corpo do Cristo, o esquerdo flexionado com a mão espalmada apoiada no braço esquerdo do Cristo. Túnica branca com flores douradas. Manto longo, fundo roxo caindo sobre os ombros, pernas em afastamento, pés firmes. Figura do Cristo morto no colo, cabeça de perfil, olhos fechados, boca fechada, cabelos longos em mechas, barba longa, braço direito caído na vertical, o esquerdo estendido sobre o corpo. Mãos espalmadas, pernas flexionada, pés separados. Perizônio branco com dourado. Banqueta retangular com pé de cachimbo dourado, assento vermelho, peanha retangular, azul marinho e roxo. Carnação e policromia.","0,27 m","0,14 m",,,,Madeira,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
77,GO.99.029.184,83.033.29.184 | 25,Localizado,Nossa Senhora do Rosário,José Joaquim da Veiga Valle,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura feminina de pé, posição frontal, cabeça ligeiramente inclinada, olhar baixo direcionado. Veste túnica longa cobrindo os pés, manga repuxada, aparecendo uma manga justa por baixo, véu curto caído as costas em ponta, barra dourada, manto azul caindo do ombro esquerdo cobrindo as costas com ponta presa no braço direito, cabelos longos partidos ao meio. Menino Jesus nu em posição de acento sobre a mão esquerda, braço esquerdo estendido em posição de abençoar, olhar direcionado, peanha oitavada e marmorizada, de pé sobre nuvens com cinco cabeças de anjos. A Escultura em madeira com a peanha parafusada. O menino Jesus possui olhos de vidros, carnação policromia, douramento e esgrafiado. Cores amarelo com debrins dourados, manto azul com motivos fitomórficos debruado em dourado e parte interna em vermelho, túnica branca com frisos dourados e motivos fitomórficos.","0,48 m","0,23 m",,,,Madeira,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
78,GO.99.029.199,83048029199 | 14,Localizado,Sant'Ana Mestra,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Nossa Senhora Sant'Ana sentada, de frente, cabeça pendida à esquerda, boca fechada, nariz aquilino, fisionomia serena, cabelos incisos, pescoço grosso. Braços flexionados, o direito segurando um livro, o esquerdo as costas de Nossa Senhora. Véu curto arredondado em tom azul, parte interna azul com barra dourada com panejamento e uma ponta caindo no joelho direito. Nossa Senhora de pé, levemente de perfil, cabeça pendida à direita, olhos voltados à direita. Boca fechada, cabelos incisos meio curtos. Túnica em fundo verde com estamparia florida debruada de dourado no decote. Manto azul com interior vermelho, debruado de dourado. Cadeira com espaldar alto com terminação em vieira estilo D. João V. Braços flexionados, o direito apontando o livro e o esquerdo com mão espalmada sobre ele. Peanha retangular com ângulos dianteiros batidos, traseiro de ângulos batidos de madeira escurecida.","0,295 m","0,15 m",,,,Madeira,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
79,GO.99.029.180,83029029180 | 257,Localizado,Pia Batismal,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Pia com base quadrangular lisa, basia em mármore branco, no iterior sobreposta. Meia cuba em cobre. No exterior, na base, folhas de acanto. Pé em balaustre decorado com folhas de acanto, base sobre pedestral quadrado. Estilo ranascentista. Tampa de madeira pintada de branco. Base redonda com uma pirâmide hexagonal, trincada na ponta.","0,91 m",,,"0,76 m",,Rocha > Mármore,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
80,GO.99.029.200,83049029200 | 167,Localizado,Aos Pés da Cruz,Não identificado,02 Artes Visuais/Cinematográfica > 02.4 Estampa,"Gravura representando as Três Marias, sendo Nossa Senhora das Dores de joelhos, Maria Madalena de pé e a esquerda Maria Cleofas de joelhos, segurando Nossa Senhora das Dores. Todas vestem indumentária branca com azul. Moldura de madeira em forma de pilastra, pintada de dourado tendo terminação em frontão triangular dourado e o centro azul com flores douradas. Suporte de metal preso à parte superior traseira.","0,21 m","0,09 m",,,,Madeira,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
81,GO.99.029.138,78.006.029.138,Localizado,Grosa,Não identificado,06 Trabalho > 06.3 Equipamento de Artistas/Artesãos,Instrumento de trabalho cilindrico oitavado com duas ponta fusas,"0,16 m",,,,,Metal,Brasil > Rio de Janeiro,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
82,GO.99.029.140,81.001.029.140,Localizado,São José de Botas,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina de pé, posição frontal, olhar baixo, barba com bigode. Cabelo longo partido ao meio em mechas cacheados caindo nas costas. Braço direito estendido a frente segurava os bastão e o esquerdo flexionado mão espalmada segurando o manto e/o menino Jesus. Túnica na altura dos joelhos cor rosa decorada com flores e frisos dourados. Manto Longo caído nos ombros envolta ao corpo com rosas douradas e verso verde. Calça bota marrom de cano longo. Peanha recortada de cor verde. Menino Jesus sentado, despido, cabeça levemente levantada; cabelos curtos e claro. Braço esquerdo sobre o peito e a direita segurando uma bala dourada. Pernas levemente flexionadas a esquerda.","0,28 m","0,12 m",,,,Madeira,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
83,GO.99.029.142,81.002.I-029.142 | 44,Localizado,Cruz,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Cruz com base torneada, cruz com traves retas e recortadas , com decorações em metal prateado, placa de metal com a inscrição INRI, abaixo um resplendor e parte inferior com uma pequena imagem de Nossa senhora.","0,30 m","0,15 m",,,,Madeira | Metal,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
84,GO. 99.029.209,83058029209 | 35,Localizado,Santa Rita,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura feminina de pé, posição frontal, olhos direcionados, boca fechada, nariz aquilino, fisionomia alegre, queixo para frente, pés firmes em meia distância. Véu curto, manto 3/4 caído nos ombros. Braço direito flexionado, mão segurando uma palma. Veste túnica longa, aparecendo a ponta dos sapatos que estão separados. Peanha com motivos fitomorfos e frisos entalhados. Furo na cabeça para resplendor. Escultura policromada.","0,19 m","0,06 m",,,,Matéria Orgânica > Marfim,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
85,GO.99.029.210,83059029210 | 38,Não localizado,Bom Pastor,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Peça em marfim , esculpida em dois blocos e encaixada por um pino, composta de várias figuras, sendo humana, de cordeiro, aves, água, pássaros, folhas, desenhos geométricos, cantil, embornal, grutas e leões. Bom Pastor em posição frontal, mão direita no queixo, cabeça levemente inclinada à direita, pastoreando ovelhas.","0,15 m","0,05 m",,,,Matéria Orgânica > Marfim,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
86,GO.99.029.221,83070029221 | 177,Localizado,Nossa Senhora da Conceição,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura feminina. de pé, posição frontal. Cabeça erguida, ligeiramente inclinada a esquerda, olhar direcionado. Cabelos partidos ao meio longo com mechas caindo nos ombros. Braços flexionados (possivelmente tinha as mãos postas). Veste túnica longa branca cintada, mangas longas decorado bolas douradas. Manto azul com verso rosa caindo no ombro direito envolta ao corpo. Véu curto cinza. Base oval formada por nuvens e a lua quarto crescente. Peanha quadrada com cantos abatidos.","0,24 m","0,10 m",,,,Madeira,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
87,GO.99.029.222,83071029222 | 53,Localizado,São Camilo de Lelis,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina, posição frontal. Cabelos escuros aparados. Olhar direcionado. Barba curta e bigode. Braço direto flexionado a frente com a mão em posição de segurar. Pernas firmes com pés em afastamento. Veste hábito de ordem longo preso a cintura em tom cinza. Capa sacerdotal rosa preso no peito por presilha. Base octogonal.","0,23 m","0,10 m",,,,Madeira,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
88,GO.99.029.223,83072029223 | 54,Localizado,Santo Antônio,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina de pé em posição frontal. Olhos baixos, boca fechada, cabelos curtos. Segura um livro de capa vermelha. hábito preto decorado de dourado de ordem franciscana, calça sandálias. Peanha oval com cantos batidos","0,21 m","0,11 m",,,,Madeira,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
89,GO.99.029.214,83063029214 | 46,Localizado,São Sebastião,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"São Sebastião de pé, posição frontal, amarrado ao tronco, mãos espalmadas, braço direito flexionado para o alto e esquerdo para baixo. Peça formada em dois blocos, carnação, policromia, cores verde, branco e preto. Pequena peanha sextavada.","0,20 m","0,06 m",,,,Madeira,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
90,GO.99.029.224,83073029224 | 55,Localizado,Nossa Senhora das Dores,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura feminina em pé e posição frontal. Boca fechada, braços cruzados no peito. Túnica longa azul claro com rosas. Véu longo caindo nas costas azul com flores. Peanha em forma de montes.","0,23 m","0,8 m",,,,Madeira,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
91,GO.99.029.215,83064029215 | E-49,Localizado,Sant'Ana Mestra,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Senhora Sant'Ana sentada, de frente, mão direita segurando o livro aberto e esquerda nas costas de Nossa Senhora. Túnica vermelha, manto longo caído no joelho direito. Nossa Senhora de pé, levemente de perfil. Túnica e manto longo azul verso vermelho caindo nas costas. Véu curto. Cadeira pé reto. Peanha retangular ângulos dianteiro batido atrás reto. Policromia azul, vermelho e amarelo.","0,13 m","0,08 m",,,,Madeira,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
92,GO.99.029.225,83074029225 | 56,Localizado,Santa Bárbara,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura feminina de pé, em posição frontal. Esculpida em terracota, formada de uma só parte. Policromia de cor vermelha, azul, dourada, rosa e laranja. Barrados dourados.","0,25 m","0,13 m",,,,Rocha > Argila > Terracota,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
93,GO.99.029.217,83066029217 | 50,Localizado,Sant'Ana e Nossa Senhora,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Senhora Sant'Ana sentada, posição frontal, mão espalmada segurando um livro aberto, apoiado no joelho, mão esquerda sobre as costas de Nossa Senhora, calça sapatos pretos, túnica longa rosa com flores douradas. Nossa Senhora de pé, de frente, braço direito flexionado com a mão sobre o livro, túnica azul com estampa barra dourada, manto azul com vermelho liso. Cadeira de assento reto, espaldar alto. Base quadrada com cantos cortados","0,17 m","0,09 m",,,,Madeira,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
94,GO.99.029.143,71002029143 | 43,Localizado,Santa Rita,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura feminina de pé, cabeça erguida, na testa sinal de sangue. Na cabeça um resplendor de prata em formato de leque com desenho circular e de ramos na base, orifício na cabeça para encaixar o resplendor. Mão em posição de segurar e outra segurando cruz de ferro. Coifa branca, manto preto e longo presa ao pescoço por uma fivela. Véu preto curto. Base octogonal nas cores marrom e verde.","0,20 m","0,5 m",,,,Madeira,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
95,GO.99.029.240,83089029240 | 48,Localizado,Sant'Ana e Nossa Senhora,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Sant'Ana sentada, posição frontal, cabelos escuros longos partidos ao meio para trás, véu curto, braço direito flexionado para frente, mão segurando o livro aberto apoiado ao joelho esquerdo. Mão esquerda apoiada nas costas de Nossa Senhora. Túnica marrom com manto ciando ombro esquerdo. Cadeira e pés  e espaldar reto. Nossa Senhora de pé de perfil, cabeça inclinada a direita, cabelo partido ao meio longo caído nas costas, dedo indicador direito apontando o livro, braço esquerdo sobre o livro. Túnica longa azul faixa vermelha na cintura. Peanha triangular. Policromada, carnação clara.","0,21 m","0,11 m",,,,Pedra > Pedra sabão,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
0,GO.99.029.218,83067029218 | E-51,Localizado,Sant'Ana Mestra,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Sant'Ana de pé, sentada, mão espalmada apoiada nas costas de Nossa Senhora, direita flexionada para frente, mão segurando o livro aberto que tem orla dourada apoiada na perna. Túnica azul longa cintada, véu curto. Nossa Senhora de pé, de perfil, cabelos longos coberto com véu curto, túnica longa estampada e manto longo azul. Cadeira de assento reto. Peanha fixa, vermelha e retangular com ângulos sem arestas. Policromia azul turquesa, verde água, amarelo, vermelho, carnação clara, douramento, ramagem.","0,20 m","0,13 m",,,,Madeira,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
1,GO.99.029.226,83075029226 | 57,Localizado,São João Batista,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina em pé, posição frontal. Escultura composta de uma só parte, carnação clara, policromia, túnica curta, manto em vermelho e verso amarelo.","0,12 m","0,9 m",,,,Madeira,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
2,GO.99.029.146,83003029146 | 94,Localizado,Bacia,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Bacia de forma oval, parte interior lisa e bordas recortadas. No centro da borda, um recorte em forma de semicírculo.",,,,"0,42 m ",,Metal > Cobre,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
3,GO.99.029.230,83079029230 | 62,Localizado,Nossa Senhora com Menino Jesus,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura feminina em pé, posição frontal. Braço direito estendido a frente com a mão segurando o pé do Menino Jesus. O Menino Jesus está sentado de frente, com o braço direito estendido na horizontal, tendo na mão um globo. Veste túnica branca e longa, presa na cintura por um cordão dourado. Manto longo azul, caindo do ombro esquerdo e envolvendo o corpo, preso abaixo da mão direita. Peanha ovalada com base em madeira com três rostos.","0,29 m","0,14 m",,,,Rocha > Argila > Terracota,Não identificado,Século XVII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
4,GO.99.029.227,83076029227 | 58,Localizado,São José de Botas,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina em pé, posição frontal. Barba e bigode. Peça esculpida em um único bloco, policromada de amarelo, dourado, rosa, azul claro. Florões esgrafiados. Orifício para resplendor na cabeça. Túnica longa vermelha decorada com flores douradas.","0,24","0,9 m",,,,Madeira,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
5,GO.99.029.149,83.006.029.149,Localizado,Turíbulo,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Base circular, com desenhos de folha de acanto. Bojo em forma de taça com desenhos fitomórficos nas bordas, tampa em forma de cúpula vazada com desenhos e imagem que remete a Nossa Senhora. Passadores para correntes. Pires com bordas frisadas e 4 furos para passar as correntes.","0,22 m",,,"0,11 m","0,850 Kg",Metal > Prata,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
6,GO.99.029.229,83078029229 | 61,Localizado,Nossa Senhora com Menino Deus,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Figura feminina em posição frontal. Cabelos longos caindo mechas nos ombros e costas. Túnica longa presa a cintura por cordão e decote drapeado. Peanha retangular com ângulos abatidos e três cabeças de anjos na parte superior.,"0,34 m","0,11 m",,,,Madeira,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
7,GO.99.029.250,83.099.029.250,Localizado,Nossa Senhora da Conceição,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura feminina de pé, posição frontal, cabeça levemente inclinada para baixo.  Olhos abertos, cabelos longos e lisos cobertos por véu. Braços flexionados e quebrados. Túnica e manto escurecidos, deixando algumas partes douradas. Na base contém cabeças de arcanjos.","0,24 m","0,8 m",,,,Madeira,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
