,Número de registro,Denominação,Título,Autor,Classificação,Dimensões - altura,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - espessura,Dimensões - diâmetro,Dimensões - peso,Material/Técnica,Estado de conservação,Local de produção,Data de produção,ACERVO,URL,TAINACAN_COLECTION_ID
54,245.0,Telha,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,10.4,20.0,89.9,,,,Argila > Barro | Esmalte,Bom,Portugal > Porto,[18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
55,246.0,Telha,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,11.0,20.3,89.3,,,,Argila > Barro | Esmalte,Bom,Portugal > Porto,[18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
56,247.0,Telha,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,10.8,18.8,88.1,,,,Argila > Barro | Esmalte,Bom,Portugal > Porto,[18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
57,248.0,Telha,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,10.0,21.6,89.8,,,,Argila > Barro | Esmalte,Bom,Portugal > Porto,[18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
58,249.0,Amostra mineral: minério de ferro,Sem título,,16 Amostras/Fragmentos,3.0,11.5,,,,,Pedra > Minério de Ferro,Bom,Brasil > Minas Gerais,s.d.,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
59,250.0,Mesa de centro (com traves em aranha),Sem título,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,86.0,211.8,211.8,,,,Madeira > Jacarandá,Bom,Brasil > Minas Gerais,[entre 1751 e 1800],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
60,251.0,Placa comemorativa,Alusão À Memória Dos Inconfidentes,Não identificado,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,63.5,47.8,,,,,Ferro,Bom,Brasil > Minas Gerais,[1867?],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
61,252.0,Placa comemorativa,Alusão À Memória Dos Inconfidentes,Não identificado,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,63.6,48.0,,,,,Ferro,Bom,Brasil > Minas Gerais,1867,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
62,253.0,Balaústre,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,75.7,15.8,,,,,Madeira | Tintas,Regular,Brasil > Minas Gerais,[entre 1751 e 1800],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
63,254.0,Balaústre,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,75.4,16.6,,,,,Madeira | Tintas,Regular,Brasil > Minas Gerais,[entre 1751 e 1800],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
64,255.0,Porta-missal,Sem título,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,31.5,28.4,,,,,Madeira,Bom,Brasil > Minas Gerais,[18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
65,256.0,Mesa de pernas de lira,Sem título,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,81.5,112.8,,,,,Madeira,Regular,Brasil > Minas Gerais,[18-?],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
66,257.0,Banco de canto,Sem título,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,175.3,186.0,182.0,,,,Madeira > Vinhático,Bom,Brasil > Minas Gerais,[entre 1751 e 1800],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
67,258.0,Mesa de centro (com traves em aranha),Sem título,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,84.2,300.5,,,,,Madeira > Jacarandá,Bom,Brasil > Minas Gerais > Ouro Preto,[entre 1751 e 1800],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
68,259.0,Lampião de rua,Sem título,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,94.5,33.5,,,,,Folha-de-flandres | Vidro,Regular,Brasil > Minas Gerais,[18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
69,260.0,Cangalha,Sem título,Não identificado,11 Transporte > 11.3 Acessório de Transporte Terrestre,40.4,47.5,,,,,Couro | Latão | Madeira,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
70,261.0,Boticão,Sem título,Não identificado,06 Trabalho > 06.9 Equipamento Médico,12.4,11.0,,,,,Ferro | Madeira,Bom,Brasil > Minas Gerais (?),[entre 1751 e 1800],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
71,262.0,Relógio de bolso,Sem título,Não identificado,14 Medição/Registro/Observação/Processamento > 14.1 Instrumento de Precisão/Óptico,6.8,5.2,,,,1.44,Esmalte | Latão | Prata,Bom,Inglaterra > Londres,[entre 1751 e 1800],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
72,263.0,Lâmpada votiva,Sem título,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,78.0,,,,,,Folha-de-flandres | Tintas,Bom,Brasil > Minas Gerais,[entre 1701 e 1750],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
73,264.0,Manípulo,Sem título,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,,17.5,148.5,,,,Fibra Têxtil > Celulósica | Fibra Têxtil > Seda,Regular,Brasil > Minas Gerais,[17- e 18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
74,265.0,Estola,Sem título,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,,18.7,192.0,,,,Fibra Têxtil > Celulósica | Fio Metálico | Fibra Têxtil > Seda,Regular,Brasil > Minas Gerais,[17- e 18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
75,266.0,Casula,Sem título,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,111.0,76.0,227.0,,,,Fibra Têxtil > Celulósica | Fio Metálico | Fibra Têxtil > Seda,Regular,Brasil > Minas Gerais,[17- e 18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
76,267.0,Alva,Sem título,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,133.0,144.0,,,,,Fibra Têxtil > Algodão,Regular,Brasil > Minas Gerais,[17- e 18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
77,268.0,Esquife,Sem título,Antônio de Oliveira Braga (atribuição),09 Objetos Cerimoniais > 09.4 Objeto Funerário,64.3,68.7,237.0,,,,Madeira > Jacarandá | Metal,Bom,Brasil > Minas Gerais,[1760?],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
78,269.0,Mesa,Sem título,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,93.2,465.5,465.5,,,,Madeira > Jacarandá | Latão | Madeira > Vinhático,Bom,Brasil > Minas Gerais,[entre 1801 e 1850],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
79,270.0,Aldrava,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,20.5,10.0,,,,,Ferro,Bom,Brasil > Minas Gerais,[entre 1751 e 1800],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
80,271.0,Revólver,Sem título,Não identificado,01 Caça e Guerra > 01.2 Arma,0.0,3.9,24.0,,,,Aço | Ferro | Resina,Bom,França (?),[entre 1851 e 1900],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
81,272.0,Pistola,Sem título,Não identificado,01 Caça e Guerra > 01.2 Arma,0.0,5.6,40.3,,,,Aço | Bronze | Madeira,Regular,Inglaterra (?),[entre 1801 e 1850],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
82,273.0,Pistola,Sem título,Não identificado,01 Caça e Guerra > 01.2 Arma,0.0,2.7,17.0,,,,Aço | Madeira,Regular,Bélgica (?),[entre 1851 e 1900],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
83,274.0,Pistola,Sem título,Não identificado,01 Caça e Guerra > 01.2 Arma,0.0,5.6,29.5,,,,Aço | Bronze | Madeira > Cedro,Regular,,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
84,275.0,Pistola,Sem título,Não identificado,01 Caça e Guerra > 01.2 Arma,0.0,4.1,38.0,,,,Aço | Madeira | Prata,Bom,,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
85,276.0,Pistola,Sem título,Não identificado,01 Caça e Guerra > 01.2 Arma,0.0,6.4,31.0,,,,Aço | Bronze | Madeira > Cedro,Regular,Península Ibérica,[entre 1801 e 1850],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
86,277.0,Espingarda,Sem título,Não identificado,01 Caça e Guerra > 01.2 Arma,110.3,13.0,,,,,Aço | Bronze | Madeira,Regular,França (?),[17-?],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
87,278.0,Bacamarte,Sem título,Não identificado,01 Caça e Guerra > 01.2 Arma,84.9,11.0,,,,,Aço | Madeira > Cedro | Metal Branco,Regular,Bélgica > Liége,[18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
88,279.0,Espada (flambérgia?),Sem título,Não identificado,01 Caça e Guerra > 01.2 Arma,93.5,27.0,,,,,Aço | Cobre | Ferro,Regular,Alemanha (?),[entre 1751 e 1800],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
89,280.0,Rapieira,Sem título,Não identificado,01 Caça e Guerra > 01.2 Arma,111.5,27.8,,,,,Ferro,Ruim,Península Ibérica,[16-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
90,281.0,Rapieira,Sem título,Não identificado,01 Caça e Guerra > 01.2 Arma,116.2,31.0,,,,,Ferro,Regular,Península Ibérica,[16-?],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
91,282.0,Espada,Sem título,Não identificado,01 Caça e Guerra > 01.2 Arma,89.0,15.6,,,,,Ferro,Regular,Europa (?),[16-?],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
92,283.0,Espada,Sem título,Não identificado,01 Caça e Guerra > 01.2 Arma,95.0,14.2,,,,,Ferro | Madeira,Regular,Portugal (?),[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
93,284.0,Estoque,Sem título,Não identificado,01 Caça e Guerra > 01.2 Arma,82.6,2.1,,,,,Aço | Osso,Regular,Portugal (?),[entre 1751 e 1800],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
94,285.0,Baioneta,Sem título,Não identificado,01 Caça e Guerra > 01.2 Arma,26.3,,,,,,Ferro | Madeira,Regular,Brasil > Minas Gerais (?),[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
95,286.0,Estribo,Sem título,Não identificado,11 Transporte > 11.3 Acessório de Transporte Terrestre,26.5,12.6,,,,,Latão,Bom,Brasil > Minas Gerais (?),[entre 1751 e 1800],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
0,287.0,Estribo,Sem título,Não identificado,11 Transporte > 11.3 Acessório de Transporte Terrestre,26.3,13.2,,,,,Latão,Bom,Brasil > Minas Gerais (?),[entre 1751 e 1800],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
1,288.0,Estribo,Sem título,Não identificado,11 Transporte > 11.3 Acessório de Transporte Terrestre,23.6,12.2,,,,9.66,Latão,Bom,Brasil > Minas Gerais (?),[entre 1751 e 1800],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
2,289.0,Estribo,Sem título,Não identificado,11 Transporte > 11.3 Acessório de Transporte Terrestre,24.2,12.5,,,,9.82,Latão,Bom,Brasil > Minas Gerais (?),[entre 1751 e 1800],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
3,290.0,Estribo,Sem título,Não identificado,11 Transporte > 11.3 Acessório de Transporte Terrestre,27.1,12.3,,,,,Alpaca,Bom,Brasil > Minas Gerais (?),[entre 1751 e 1800],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
4,291.0,Estribo,Sem título,Não identificado,11 Transporte > 11.3 Acessório de Transporte Terrestre,14.4,13.5,,,,,Latão,Bom,Brasil > Minas Gerais (?),[18-?],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
5,292.0,Estribo de criança,Sem título,Não identificado,11 Transporte > 11.3 Acessório de Transporte Terrestre,9.1,10.6,,,,,Alpaca,Bom,Brasil > Minas Gerais (?),[18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
6,293.0,Caçamba,Sem título,Não identificado,11 Transporte > 11.3 Acessório de Transporte Terrestre,17.1,15.3,,,,,Latão | Madeira,Regular,Brasil > Minas Gerais (?),[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
7,294.0,Caçamba,Sem título,Não identificado,11 Transporte > 11.3 Acessório de Transporte Terrestre,16.8,28.5,15.4,,,,Latão | Madeira,Regular,Brasil > Minas Gerais (?),[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
8,295.0,Caçamba,Sem título,Não identificado,11 Transporte > 11.3 Acessório de Transporte Terrestre,12.6,11.7,,,,,Latão,Bom,Brasil > Minas Gerais (?),[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
9,296.0,Caçamba,Sem título,Não identificado,11 Transporte > 11.3 Acessório de Transporte Terrestre,13.0,11.4,,,,,Latão,Bom,Brasil > Minas Gerais (?),[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
10,297.0,Caçamba para senhoras,Sem título,Não identificado,11 Transporte > 11.3 Acessório de Transporte Terrestre,7.5,8.7,,,,,Ferro,Regular,Brasil > Minas Gerais (?),[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
11,298.0,Freio de cavalgadura,Sem título,Não identificado,11 Transporte > 11.3 Acessório de Transporte Terrestre,0.0,16.5,,,,,Alpaca | Ferro,Bom,Portugal (?),[entre 1751 e 1800],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
12,299.0,Freio de cavalgadura,Sem título,Não identificado,11 Transporte > 11.3 Acessório de Transporte Terrestre,0.0,24.5,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
13,300.0,Aziar,Sem título,Não identificado,06 Trabalho > 06.7 Equipamento de Pecuária,0.0,6.9,32.6,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
14,301.0,Chicote,Sem título,Não identificado,11 Transporte > 11.3 Acessório de Transporte Terrestre,54.6,3.0,,,,2.58,Madeira | Prata,Bom,Brasil > Minas Gerais (?),[17-?],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
15,302.0,Rebenque,Sem título,Não identificado,11 Transporte > 11.3 Acessório de Transporte Terrestre,82.5,4.1,82.5,,,2.67,Fibra Têxtil > Algodão | Madeira > Jacarandá | Prata,Bom,Brasil,[18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
16,303.0,Rédea,Sem título,Não identificado,11 Transporte > 11.3 Acessório de Transporte Terrestre,0.0,,227.0,,,3.7,Prata,Bom,Brasil > Minas Gerais (?),[18-?],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
17,304.0,Mesa de pernas de cavalete,Sem título,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,90.0,242.5,,,,,Ferro | Madeira > Jacarandá,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
18,305.0,Mesa de pernas de cavalete,Sem título,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,90.3,286.3,,,,,Madeira > Jacarandá,Regular,Brasil > Minas Gerais,[18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
19,306.0,Sela [com alforje],Sem título,Não identificado,11 Transporte > 11.3 Acessório de Transporte Terrestre,43.0,52.5,,,,,Couro | Ferro | Madeira,Regular,Brasil > Minas Gerais,[18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
20,307.0,Cofre,Sem título,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,41.3,67.4,,,,108.5,Ferro | Latão,Bom,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
21,308.0,Coche,Sem título,Não identificado,11 Transporte > 11.6 Transporte Terrestre,195.5,337.3,,,,,Couro | Madeira | Fibra Têxtil > Seda,Bom,,[18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
22,309.0,Tronco (fragmento),Sem título,Não identificado,13 Castigo/Penitência > 13.2 Instrumento de Castigo,138.0,28.0,,,,,Fibra Têxtil | Madeira,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
23,310.0,Palmatória,Sem título,Não identificado,13 Castigo/Penitência > 13.2 Instrumento de Castigo,35.6,10.0,,,,,Madeira,Bom,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
24,311.0,Palmatória,Sem título,Não identificado,13 Castigo/Penitência > 13.2 Instrumento de Castigo,43.5,10.0,,,,,Madeira,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
25,312.0,Vira-mundo,Sem título,Não identificado,13 Castigo/Penitência > 13.2 Instrumento de Castigo,20.0,49.6,,,,,Ferro,Bom,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
