,Número de registro,Denominação,Título,Autor,Classificação,Resumo descritivo,Dimensões,Material/Técnica,Data de produção,Local de produção,Estado de conservação,Condições de reprodução,ACERVO,URL,TAINACAN_COLECTION_ID
47,1982.16.127,Fotografia,"Concerto de Villa-Lobos com a Orquestra Sinfônica Municipal de São Paulo, tendo como solista a pianista Felicja Blumental interpretando a “Bachianas Brasileiras Nº 3”, no Teatro Cultura Artística",Não identificado,10 Comunicação > 10.1 Documento,"No verso, informação manuscrita “Maître Villa-Lobos à dedier son dernier Concerto de Piano et Orchestre Nº 5 à Felicja Blumental. Premiere mondiale sera a Londres au Royal Festivall Hall sous Mr. Jean Martinon, 8 mai 1955.”Obs 2: No verso, encontra-se carimbado “Atelier Fotográfico. Nico Joffe. Rua Prates, 599 - telef. 36-7715. São Paulo”.",,Fotografia em preto e branco; papel,13/09/1954,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
48,2003.16.080,Fotografia,"Concerto de Villa-Lobos com a Orquestra Sinfônica Municipal de São Paulo, tendo como solista a pianista Felicja Blumental interpretando a Bachianas Brasileiras nº 3 para piano e orquestra, no Teatro Cultura Artística",Não identificado,10 Comunicação > 10.1 Documento,"No verso, informação manuscrita “Teatro Cultura Artística. Regência Villa-Lobos. Bach - VL Fantasia para órgão (1ª audição São Paulo). Villa-Lobos Bachianas Brasileiras nº 3 (1ª audição em São Paulo).”Obs: 2: No verso, encontra-se carimbado “Atelier Fotográfico. Nico Joffe. Rua Prates, 599 - telef. 36-7715. São Paulo”.",,Fotografia em preto e branco; papel,13/09/1954,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
49,1987.16.007,Fotografia,Villa-Lobos fumando cigarro,Não identificado,10 Comunicação > 10.1 Documento,Com a dedicatória: “Ao Padre Guilherme Schubert lembrança grata... de Villa-Lobos. Rio 11-10-54”.,,Fotografia em preto e branco; papel,11/10/1954,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
50,1982.16.001,Fotografia,Villa-Lobos fumando charuto,Não identificado,10 Comunicação > 10.1 Documento,"Com a dedicatória “Mindinha, pensas que sou um “indu” com esta cara...não, sou teu eterno ameríndio bem selvagem do bosque tropical do nosso afeto. Teu benzinho. Villa-Lobos. Rio, 21/10/54”.",,Fotografia em preto e branco; papel,21/10/1954,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
51,2001.16.001,Fotografia,Villa-Lobos,Não identificado,10 Comunicação > 10.1 Documento,"Com a dedicatória “A Niobe Marques lembrança grata de Villa-Lobos. Rio, 8/11/54”Obs: No canto inferior direito “Harcourt. Paris”.",,Fotografia em preto e branco; papel,08/11/1954,,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
52,2004.16.078,Fotografia,Villa-Lobos e Arminda no casamento de Antonio Carlos e Maria,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,28/12/1954,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
53,1977.16.131,Fotografia,Villa-Lobos ensaiando com a Orquestra da Filadélfia,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,Janeiro de 1955,EUA > Filadélfia,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
54,1982.16.067,Fotografia,Villa-Lobos ensaiando a Orquestra da Filadélfia (Philadelphia Orchestra),Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,Janeiro de 1955,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
55,2002.16.089,Fotografia,Villa-Lobos com copinho de café,Não identificado,10 Comunicação > 10.1 Documento,Manuscrito sobre a foto “No intervalo do ensaio da Orquestra da Filadélfia (Philadelphia Orchestra) - janeiro 1955”,,Fotografia em preto e branco; papel,Janeiro de 1955,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
56,1977.16.133,Fotografia,Villa-Lobos ensaiando a Orquestra da Filadélfia (Philadelphia Orchestra),Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,12/01/1955,EUA > Filadélfia,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
57,2003.16.051,Fotografia,"Durante o intervalo do ensaio com a Orquestra da Filadélfia (Philadelphia Orchestra), quando o harpista Nicanor Zabaleta foi solista",Não identificado,10 Comunicação > 10.1 Documento,"Da esq. para dir., sentados: Andrés Segóvia (violão), Heitor Villa-Lobos, Nicanor Zabaleta (harpa).De pé: Arthur Cohn (maestro), Salzedo (harpista), Arminda, Edna Phillips, Bernardo Segall (pianista) e Walter Burle Marx (compositor e maestro).",,Fotografia em preto e branco; papel,15/01/1955,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
58,2003.16.131,Fotografia,"Durante o intervalo do ensaio com a Orquestra da Filadélfia (Philadelphia Orchestra), quando o harpista Nicanor Zabaleta foi solista",Não identificado,10 Comunicação > 10.1 Documento,"Da esq. para dir., sentados: Andrés Segóvia (violão), Heitor Villa-Lobos, Nicanor Zabaleta (harpa).De pé: Carlos Salzedo (harpa), Arthur Cohn (maestro), Arminda, Edna Phillips (harpa), Bernardo Segall (piano) e Walter Burle Marx (compositor e maestro).",,Fotografia em preto e branco; papel,15/01/1955,,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
59,1977.16.132,Fotografia,Villa-Lobos regendo ensaio com a Orquestra da Filadélfia,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,22/01/1955,EUA > Filadélfia,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
60,1982.16.132,Fotografia,Villa-Lobos regendo ensaio com a Orquestra da Filadélfia (Philadelphia Orchestra),Não identificado,10 Comunicação > 10.1 Documento,"Com a dedicatória “Schss... silêncio! Mindinha chega...Hoje é dia 26/7/55, vamos cantar o nosso ‘Feliz aniversário’. Viva! Eu sou o tal d’ela... Villa-Lobos”.",,Fotografia em preto e branco; papel,22/01/1955,,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
61,2008.16.018,Fotografia,Villa-Lobos regendo ensaio com a Orquestra da Filadélfia (Philadelphia Orchestra),Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,22/01/1955,,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
62,1984.16.014,Fotografia,Villa-Lobos entre o String art Quartet,Não identificado,10 Comunicação > 10.1 Documento,"Com a dedicatória “With Sincere Admiration from the String art Quartet (The Philadelphia Orchestra), January 28, 1955. Irwin Eisenberg, Gabriel Braverinan, (nome ilegível), Veda Reynolds”.",,Fotografia em preto e branco; papel,28/01/1955,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
63,2003.16.088,Fotografia,"Villa-Lobos ao piano com Arminda e Dora Vasconcellos, à esquerda",Não identificado,10 Comunicação > 10.1 Documento,"Com a dedicatória “A trinca do barulho cantando o feliz aniversário de Hermenegilda, nossa saudosa e feliz mãezinha. Villa-Lobos, Dora e Arminda. New York, 24-2-55”.",,Fotografia em preto e branco; papel,02/02/1955,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
64,1977.16.134,Fotografia,Villa-Lobos e Arminda em hotel em Nova York,Não identificado,10 Comunicação > 10.1 Documento,"Com a dedicatória: “À nossa querida e saudosa mãezinha D. Hermenegilda, lembrança muito afetuosa dos seus dois filhos Arminda e Villa-Lobos. New York, 24/2/55”",,Fotografia em preto e branco; papel,24/02/1955,EUA > Nova York,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
65,2002.16.048,Fotografia,Villa-Lobos tomando café,Não identificado,10 Comunicação > 10.1 Documento,"Com a dedicatória “Um cafezinho da nossa querida e saudosa mãezinha, em saudação ao seu brilhante aniversário. Que se prolongue por muitos anos. O Villa-Lobos de sempre e sua cara metade Arminda. New York, 24-2-55”. Escrito a caneta no canto superior direito “Outro Brasil, não é mesmo? Beijos de nós dois. Arminda”.",,Fotografia em preto e branco; papel,24/02/1955,,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
66,1977.16.130,Fotografia,Villa-Lobos ensaindo com a Orquestra Sinfônica de Viena (Wiener Symphoniker),Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,Março de 1955,Áustria > Viena,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
67,1977.16.136,Fotografia,"Villa-Lobos ensaiando a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Wiener Konzerthaus, Grosser Saal, Viena",Não identificado,10 Comunicação > 10.1 Documento,"Existem divergências nas datas anotadas no verso das fotos. Em quase todas está escrito “março de 1955”, mas no verso da foto 1982-16A-221 está manuscrito com a caligrafia de Arminda “Concerto do dia 14-3-953” e na foto 2004-16A-069 “ensaio da Orquestra de Viena (13/3/953)”, e para confirmar existe um programa do concerto de Villa-Lobos regendo a Wieneker Synfoniker, no Grosser Konzerthaus Saal (sala de concerto que aparece nas fotos) de Viena, com a data de 14-3-1953.",,Fotografia em preto e branco; papel,Março de 1955,Áustria > Viena,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
68,1977.16.137,Fotografia,"Villa-Lobos ensaiando a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Grosse Musikvereinssaal",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,Março de 1955,Áustria > Viena,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
69,1977.16.138,Fotografia,"Villa-Lobos ensaiando a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Wiener Konzerthaus, Grosser Saal",Não identificado,10 Comunicação > 10.1 Documento,"Existem divergências nas datas anotadas no verso das fotos. Em quase todas está escrito “março de 1955”, mas no verso da foto 1982-16A-221 está manuscrito com a caligrafia de Arminda “Concerto do dia 14-3-953” e na foto 2004-16A-069 “ensaio da Orquestra de Viena (13/3/953)”, e para confirmar existe um programa do concerto de Villa-Lobos regendo a Wieneker Synfoniker, no Grosser Konzerthaus Saal (sala de concerto que aparece nas fotos) de Viena, com a data de 14-3-1953.",,Fotografia em preto e branco; papel,Março de 1955,Áustria > Viena,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
70,1977.16.139,Fotografia,"Villa-Lobos ensaiando a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Wiener Konzerthaus, Grosser Saal",Não identificado,10 Comunicação > 10.1 Documento,"Existem divergências nas datas anotadas no verso das fotos. Em quase todas está escrito “março de 1955”, mas no verso da foto 1982-16A-221 está manuscrito com a caligrafia de Arminda “Concerto do dia 14-3-953” e na foto 2004-16A-069 “ensaio da Orquestra de Viena (13/3/953)”, e para confirmar existe um programa do concerto de Villa-Lobos regendo a Wieneker Synfoniker, no Grosser Konzerthaus Saal (sala de concerto que aparece nas fotos) de Viena, com a data de 14-3-1953.",,Fotografia em preto e branco; papel,Março de 1955,Áustria > Viena,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
71,1977.16.144,Fotografia,"Villa-Lobos ensaiando a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Grosse Musikvereinssaal",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,Março de 1955,Áustria > Viena,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
72,1977.16.145,Fotografia,"Villa-Lobos ensaiando a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Grosse Musikvereinssaal",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,Março de 1955,Áustria > Viena,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
73,1977.16.243,Fotografia,"Villa-Lobos ensaiando a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Wiener Konzerthaus, Grosser Saal",Não identificado,10 Comunicação > 10.1 Documento,"Existem divergências nas datas anotadas no verso das fotos. Em quase todas está escrito “março de 1955”, mas no verso da foto 1982-16A-221 está manuscrito com a caligrafia de Arminda “Concerto do dia 14-3-953” e na foto 2004-16A-069 “ensaio da Orquestra de Viena (13/3/953)”, e para confirmar existe um programa do concerto de Villa-Lobos regendo a Wieneker Synfoniker, no Grosser Konzerthaus Saal (sala de concerto que aparece nas fotos) de Viena, com a data de 14-3-1953.",,Fotografia em preto e branco; papel,Março de 1955,Áustria > Viena,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
74,1977.16.244,Fotografia,"Villa-Lobos ensaiando a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Grosse Musikvereinssaal",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,Março de 1955,Áustria > Viena,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
75,1982.16.057,Fotografia,"Villa-Lobos ensaiando a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Grosse Musikvereinssaal",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,Março de 1955,Áustria > Viena,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
76,1984.16.082,Fotografia,"Villa-Lobos no ensaio com a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Grosse Musikvereinssaal",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,Março de 1955,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
77,1984.16.083,Fotografia,Villa-Lobos ensaiando a Orquestra Sinfônica de Viena (Wiener Symphoniker),Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,Março de 1955,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
78,1984.16.084,Fotografia,"Villa-Lobos ensaiando a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Grosse Musikvereinssaal",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,Março de 1955,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
79,2002.16.066,Fotografia,"Villa-Lobos ensaiando a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Grosse Musikvereinssaal",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,Março de 1955,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
80,2002.16.079,Fotografia,"Villa-Lobos ensaiando a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Grosse Musikvereinssaal",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,Março de 1955,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
81,2002.16.081,Fotografia,"Villa-Lobos ensaiando a Orquestra Sinfônica de Viena, no Grosser Musikvereinssaal",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,Março de 1955,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
82,1977.16.135,Fotografia,Villa-Lobos regendo ensaio da Orquestra da Sociedade de Concertos do Conservatório de Paris,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,Março de 1955,França > Paris,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
83,1983.16.020,Fotografia,Villa-Lobos regendo a Orchestra de La Societé des Concerts du Conservatoire,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,Março de 1955,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
84,1977.16.140,Fotografia,Villa-Lobos regendo a Orquestra Sinfônica de Viena (Wiener Symphoniker),Não identificado,10 Comunicação > 10.1 Documento,"Com a dedicatória “A nossa mãezinha querida, lembranças saudosas do Villa-Lobos e Arminda. Paris, 4/4/55”.",,Fotografia em preto e branco; papel,04/04/1955,Áustria > Viena,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
85,1977.16.141,Fotografia,Villa-Lobos regendo a Orquestra Sinfônica de Viena (Wiener Symphoniker),Não identificado,10 Comunicação > 10.1 Documento,"Com a dedicatória “A D. Hermenegilda saudosos pensamentos do Villa-Lobos e Arminda. Paris, 4/4/55”.",,Fotografia em preto e branco; papel,04/04/1955,Áustria > Viena,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
86,1977.16.142,Fotografia,"Villa-Lobos regendo o “Concerto Nº 5 para Piano e Orquestra” com Felicja Blumental e a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Grosse Musikvereinssaal",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,25/05/1955,Áustria > Viena,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
87,1977.16.143,Fotografia,"Villa-Lobos regendo o “Concerto Nº 5 para Piano e Orquestra” com Felicja Blumental ao piano e a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Grosse Musikvereinssaal",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,25/05/1955,Áustria > Viena,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
88,1977.16.325,Fotografia,"Villa-Lobos com a pianista Felicja Blumental e a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Grosse Musikvereinssaal quando apresentaram o “Concerto Nº 5 para Piano e Orquestra”",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,25/05/1955,Áustria > Viena,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
89,1982.16.037,Fotografia,"Felicja Blumenthal no concerto com a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Grosse Musikvereinssaal, regida por Villa-Lobos",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,25/05/1955,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
90,1982.16.098,Fotografia,Villa-Lobos e Felicja Blumental no concerto com a Orquestra Sinfônica de Viena (Wiener Symphoniker) na Grosser Musikvereins-Saal,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,25/05/1955,Áustria > Viena,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
91,1982.16.099,Fotografia,Villa-Lobos e Felicja Blumental no concerto com a Orquestra Sinfônica de Viena (Wiener Symphoniker) na Grosser Musikvereins-Saal,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,25/05/1955,Áustria > Viena,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
92,1982.16.205,Fotografia,"Villa-Lobos regendo o “Concerto Nº 5 para Piano e Orquestra” com Felicja Blumental e a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Grosse Musikvereinssaal",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,25/05/1955,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
93,1983.16.028,Fotografia,"Villa-Lobos regendo o “Concerto Nº 5 para Piano e Orquestra”, tendo como solista Felicja Blumental, à frente da Orquestra Sinfônica de Viena (Wiener Symphoniker)",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,25/05/1955,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
94,2003.16.138,Fotografia,"Villa-Lobos após reger o “Concerto Nº 5 para Piano e Orquestra” com Felicja Blumental e a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Grosse Musikvereinssaal",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,25/05/1955,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
95,2003.16.139,Fotografia,"Villa-Lobos após reger o “Concerto Nº 5 para Piano e Orquestra” com Felicja Blumental e a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Grosse Musikvereinssaal",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,25/05/1955,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
0,2003.16.140,Fotografia,"Villa-Lobos regendo o “Concerto Nº 5 para Piano e Orquestra” com Felicja Blumental e a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Grosse Musikvereinssaal",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,25/05/1955,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
