,Número de registro,Denominação,Título,Classificação,Local de produção,Data de produção,Autor,Material/Técnica,Dimensões,Resumo descritivo,Condições de reprodução,Mídias relacionadas,ACERVO,URL,TAINACAN_COLECTION_ID
25,170,Arca-cofre,,05 Interiores > 05.5 Peça de Mobiliário,Brasil | Minas Gerais,Século XVIII,Não identificado,ferro fundido | madeira recortada,"Altura (cm): 54,0/105,0 Largura (cm): 133,0 Comprimento (cm): Profundidade (cm): 67,0 Diâmetro (cm): Peso (g): Circunferência (cm):","Arca em madeira retangular horizontal, toda circundada por chapeado de ferro com tacheado miúdo, no sentido transversal; laterais com chapeados verticais; frente com quatro fechaduras, de espelho quadrangular, com lingüeta comprida de recortes curvos e desenho geométrico; as chapas que prendem as lingüetas e também servem de dobradiças por trás, terminam na frente em recortes de flor-de-lis. Tampa com orifício elíptico na parte central da frente. Quinas com cantoneiras de ferro. Interior adaptado para exposição, com visor e vidro. Suporte da arca em cavalete, com duas travessas transversais de pontas em recortes curvos e armação em duas travessas longitudinais por cima e por baixo.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
26,176,Adaga,,01 Caça e Guerra > 01.2 Arma,Brasil,Século XVIII,Não identificado,ferro | fio metalizado | prata lavrada,"Altura (cm): Largura (cm): 31 Comprimento (cm): 54,5 Profundidade (cm): 8,5 Diâmetro (cm): Peso (g): Circunferência (cm):","Adaga de lâmina curta e reta, despontada, de fios bisotados, com a parte junto à guarda mais larga. Guarda em forma de um “V” curvo, tendo ao centro um ornamento em prata com meia-flor circundada por frisos cordão, acantos e águia bicéfala coroada. Pega em cruz, decorada por cordão de prata entrelaçado, com arremate em torneado oitavado, com alça curva.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
27,177,Sabre com bainha,,01 Caça e Guerra > 01.2 Arma,,Século XVIII,Não identificado,ferro fundido,"Altura (cm): Largura (cm): 14,0 Comprimento (cm): 87,0 Profundidade (cm): Diâmetro (cm): Peso (g): Circunferência (cm):","Sabre de lâmina recurvada e larga, com fios bisotados, com desenhos de flores e bandeiras em dourado na metade superior das duas faces. Guarda em uma haste horizontal curva, terminada em volta, de um lado, e uma alça curva, do outro; ao meio um cabo curvo, com a pega estriada. Bainha acompanhando o desenho da lâmina, de formato achatado, com dois ressaltados terminados em argolas na metade do lado aberto.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
28,178,Pistola,,01 Caça e Guerra > 01.2 Arma,,Século XIX | Século XVIII,Não identificado,ferro fundido | madeira entalhada,"Altura (cm): 12,0 Largura (cm): 5,5 Comprimento (cm): 33,0 Profundidade (cm): Diâmetro (cm): Peso (g): Circunferência (cm):","Pistola com a coronha em madeira avermelhada; com relevo de escamas; cabo emoldurado, com desenhos geométricos e elemento elíptico de ferro preso ao extremo; cano cilíndrico, de com mira anterior, facetado ao meio, com a bucha da pólvora encaixada inferiormente; gatilho alojado dentro de alça oval com recortes curvos; cão de recortes curvos.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
29,180,Polvarinho,,01 Caça e Guerra > 01.4 Munição e Acessório,,Século XIX | Século XVIII,Não identificado,batido | ferro fundido | madeira entalhada,"Altura (cm): 34,0 Largura (cm): Comprimento (cm): Profundidade (cm): Diâmetro (cm): 22,0 Peso (g): Circunferência (cm):","Objeto de formato cilíndrico, em madeira, escavado interiormente, circundado por três aros de ferro; um outro aparece por baixo; tampa provida de dobradiça e fecho de lingüeta, também de ferro.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
30,190,Almofariz com pilão,,06 Trabalho > 06.6 Equipamento de Mineração,[Portugal],1771 | Século XVIII,Não identificado,bronze fundido,"Altura (cm): 24,5 Largura (cm): Comprimento (cm): Profundidade (cm): Diâmetro (cm): 31,o Peso (g): Circunferência (cm):","Almofariz com bojo em tronco cônico, em forma de um sino, de base frisada; centro com duas alças cilíndricas, ligeiramente recurvadas; borda de boca larga, em frisos salientes; centro do bojo com a inscrição em relevo, “1771”, e, no lado oposto, as Armas da Coroa Portuguesa, dentro de uma cartela em relevo.
Mão de pilão cilíndrica, com a parte superior torneada em gomos, frisos e esfera; centro em nó simples; socador em forma de bulbo, com frisos simples.Almofariz com bojo em tronco cônico, em forma de um sino, de base frisada; centro com duas alças cilíndricas, ligeiramente recurvadas; borda de boca larga, em frisos salientes; centro do bojo com a inscrição em relevo, “1771”, e, no lado oposto, as Armas da Coroa Portuguesa, dentro de uma cartela em relevo.
Mão de pilão cilíndrica, com a parte superior torneada em gomos, frisos e esfera; centro em nó simples; socador em forma de bulbo, com frisos simples.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
31,191,Almofariz,,06 Trabalho > 06.6 Equipamento de Mineração,[Europa],Século XVIII,Não identificado,bronze fundido | cinzelado,"Altura (cm): 7,8 Largura (cm): Comprimento (cm): Profundidade (cm): Diâmetro (cm): 10,0 Peso (g): Circunferência (cm):","Almofariz de bojo em formato de sino, frisado inferiormente, tendo ao centro quatro pegas ressaltadas de recortes curvos; boca mais aberta, contornada por um friso inferior. Fundo furado.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
32,192,Almofariz,,06 Trabalho > 06.6 Equipamento de Mineração,[Europa],Século XVIII,Não identificado,bronze fundido | cinzelado,"Altura (cm): 8,7 Largura (cm): Comprimento (cm): Profundidade (cm): Diâmetro (cm): 12,0 Peso (g): Circunferência (cm):","Almofariz de bojo em formato de sino, liso, com a boca mais aberta, contornada por um friso inferior.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
33,200,Bateia,,06 Trabalho > 06.6 Equipamento de Mineração,[Brasil],Século XIX,Não identificado,cobre batido,"Altura (cm):8,0 Largura (cm):  Comprimento (cm): Profundidade (cm): Diâmetro (cm): 42,0 Peso (g): Circunferência (cm):
","Bateia circular cônica, de borda dobrada, toda lisa.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
34,219,Almocafre,,06 Trabalho > 06.6 Equipamento de Mineração,Brasil | Minas Gerais,Século XVIII,Não identificado,ferro fundido | madeira,"Altura (cm): Largura (cm): 6,5 Comprimento (cm): 18,0 Profundidade (cm): Diâmetro (cm): Peso (g): Circunferência (cm):","Almocafre em forma de uma foice estreita, terminada em haste fina e curva, onde se prende o cabo, em madeira.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
35,237,Rilheira,,06 Trabalho > 06.3 Equipamento de Artistas/Artesãos,[Minas Gerais],[Século XVIII] | Século XIX,Não identificado,ferro fundido,"Altura (cm): 6,0 Largura (cm): 8 Comprimento (cm): 38,5 Profundidade (cm): Diâmetro (cm): Peso (g): Circunferência (cm):","Rilheira de uso bifacial, no formato de uma barra paralelepípedica, com as extremidades ressaltadas; em um dos lados possui uma pega torneada; em uma face possui seis fendas longitudinais, de espessuras diferentes, com extremos arredondados; na outra face são três fendas, com as mesmas características.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
36,244,Prensa Manual,,06 Trabalho > 06.3 Equipamento de Artistas/Artesãos,[Portugal],1670 | Século XVII,Não identificado,bronze | chumbo fundido | ferro,"(ver obs.) Altura (cm): 88,0 (prensa) Largura (cm): 197,0 Comprimento (cm): Profundidade (cm): 23,0 Diâmetro (cm): Peso (g): Circunferência (cm):","Prensa em bronze, com a base vazada em semicírculo, seguida de uma parte retangular, de borda emoldurada, com as quinas abatidas; centro com duas colunas, ladeadas por golfinhos, ornados por acantos e volutas nas partes superiores; as colunas sustentam um elemento circular, emoldurado e frisado, com laterais em molduras retas terminadas em arrecadas; ostenta na frente, em relevo, as Armas da Coroa Portuguesa e uma data inscrita (1670); um grosso torno move-se em seu interior; entre as colunas possui uma barra móvel, em forma de “T”, que serve de apoio a uma outra barra, solta, que tem no seu centro um rebaixo circular, na direção onde desce o torno; este, por sua vez, é movido por uma comprida haste, de secção octogonal, afinada nos extremos, com bolas ovais de chumbo. A prensa se encontra encaixada em um grande bloco de madeira, de formato retangular, com reentrância quadrada ao meio, onde se aloja a sua base, que está presa por uma barra horizontal de madeira, que atravessa o bloco de ponta a ponta.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
37,248,Cadinho,,06 Trabalho > 06.3 Equipamento de Artistas/Artesãos,Brasil | Minas Gerais,Século XVIII,Não identificado,cerâmica refratária,"Altura (cm): 26,0 Largura (cm): Comprimento (cm): Profundidade (cm): Diâmetro (cm): 20,0 Peso (g): Circunferência (cm):","Cadinho de grandes dimensões, de formato cilíndrico, com a face irregular, com dois rebaixos em forma de bico na borda.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
38,261,Balança de mesa,,14 Medição/Registro/Observação/Processamento > 14.1 Instrumento de Precisão/Óptico,,Século XIX | Século XVIII,Não identificado,bronze | ferro | fundição | madeira | recorte,"Altura (cm): 103,5 Largura (cm):39,0 Comprimento (cm): 75,0 Profundidade (cm): Diâmetro (cm): 26,0 Peso (g): Circunferência (cm):","Balança composta por uma coluna de fuste cilíndrico, dividido em cinco partes por nós frisados; parte inferior torneada, com uma espécie de pedal, lanceolado, com uma alavanca móvel no extremo, onde se insere uma esfera em que se prende um cordão branco, que faz mover o pedal, e que sobe até o alto da coluna; partes seguintes da coluna lisas, o inferior com uma abertura central onde se aloja pequena roldana por onde corre o cordão anterior; parte superior em elemento elíptico, arrematado por pináculo, em cujo meio move-se um braço de extremos curvos; em um se prende o cordão que sobe do pedal; no outro, fixa-se uma haste terminada em dois círculos vazados, com a parte interior reta, em cujo interior move o fiel da balança, esse terminado em forma de pináculo que se alinha a outro, mas fixo, que desce da parte superior da haste; braço da balança corre perpendicular, reto, arredondado, com elementos elípticos arrematados por pináculos nos extremos, onde se prendem as correntes que sustentam os pratos; ao meio um elemento retangular, de onde se eleva o fiel; Pratos em formato de calotas semi-esféricas, fixados por três correntes cada um. Mesa da balança retangular, com a borda do tampo arredondada; frente com uma gaveta lisa, de puxador torneado e cantos frisados; interior com os dois cantos fechados por prateleiras verticais, com recortes retos nas bordas.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
39,265,Estojo de pesos,,14 Medição/Registro/Observação/Processamento > 14.1 Instrumento de Precisão/Óptico,Goa | India,Século XVIII,Não identificado,bronze fundido,"Altura (cm): 16,7 Largura (cm): 15,5 Comprimento (cm): Profundidade (cm): Diâmetro (cm): 12,5 Peso (g): Circunferência (cm):","Estojo com bojo de tronco cônico, circundado por frisos em zigue-zague e de escamas; tampa circular, presa posteriormente por uma dobradiça com a base terminada, junto ao bojo, em três cabeças de animal fantástico, unidas por folhagens; e, na tampa, por dois animais com a cabeça de cão (ou dragão) com cauda de peixe; fecho em formato de cavalo zoomorfo que se encaixa em um pino situado no bojo; e se prende, na tampa, em outro cavalo com corpo terminado em cauda de peixe; a tampa possui ainda uma alça curva, decorada em duas cabeças de peixe com motivos fitomorfos, de cujas bocas sai um ramo sustentando uma compoteira, que serve de pega; a alça é sustentada por duas figuras de homem com capacete e busto fitomorfo, com vazados ao centro. Interiormente possuí outros três pesos (de 8, 4 e 2 marcos), também de formato em tronco cônico, com frisos lisos.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
40,272,Picúa,,06 Trabalho > 06.6 Equipamento de Mineração,Brasil | Minas Gerais,Século XVIII,Não identificado,chifre entalhado | gravado,"Altura (cm): 9,0 Largura (cm): Comprimento (cm): Profundidade (cm): Diâmetro (cm): 1,5 Peso (g): Circunferência (cm):","Recipiente em formato de uma perna humana, terminada em um pé pequeno; bojo gravado em motivos circulares entrelaçados; tampa de encaixe, de forma arredondada, terminada em pega.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
41,273,Picúa,,06 Trabalho > 06.6 Equipamento de Mineração,Brasil | Minas Gerais,Século XVIII,Não identificado,chifre entalhado | gravado,"Altura (cm): 8,5 Largura (cm): Comprimento (cm): Profundidade (cm): Diâmetro (cm): 1,5 Peso (g): Circunferência (cm):","Recipiente em formato cilíndrico, afinando-se inferiormente, onde é arrematado por três frisos; parte superior com decoração em pontilhados; tampa de encaixe, de forma cilíndrica, terminada em pega.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
42,274,Picúa,,06 Trabalho > 06.6 Equipamento de Mineração,Brasil | Minas Gerais,Século XVIII,Não identificado,osso entalhado,"Altura (cm): 10,7 Largura (cm): Comprimento (cm): Profundidade (cm): Diâmetro (cm): 0,8 Peso (g): Circunferência (cm):","Recipiente em forma de um canudo cilíndrico, com friso inferior e superior; tampa de enroscar, em forma de uma compoteira.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
43,275,Picúa,,06 Trabalho > 06.6 Equipamento de Mineração,Brasil | Minas Gerais,Século XIX | Século XX,Não identificado,latão amarelo | madeira entalhada,"Altura (cm): 8,7 Largura (cm): Comprimento (cm): Profundidade (cm): Diâmetro (cm): 1,5 Peso (g): Circunferência (cm):","Recipiente de latão, no formato de um canudo liso, com tampa de encaixe, em madeira, quadrada, com as quinas e as bordas chanfradas.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
44,276,Picúa,,06 Trabalho > 06.6 Equipamento de Mineração,Brasil | Minas Gerais,Século XIX | Século XX,Não identificado,cordão | madeira entalhada,"Altura (cm): 8,5 Largura (cm): Comprimento (cm): Profundidade (cm): Diâmetro (cm): 1,6 Peso (g): Circunferência (cm):","Recipiente em formato cilíndrico, ligeiramente recurvado, guarnecido por cordão enrolado nas partes superior e inferior; tampa de encaixar, de forma cilíndrica, com cordão enrolado ao meio, de onde sai uma alça.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
45,277,Picúa,,06 Trabalho > 06.6 Equipamento de Mineração,Brasil | Minas Gerais,Século XVIII,Não identificado,chifre entalhado,"Altura (cm): 11,0 Largura (cm): Comprimento (cm): Profundidade (cm): Diâmetro (cm): 2,0 Peso (g): Circunferência (cm):","Recipiente de formato cônico, recurvado, com extremidade mais estreita, terminada em cabeça de cobra; bojo decorado em pontilhados formando desenhos geométricos, junto à borda superior; tampa de encaixe, de forma cilíndrica, terminada em pega, com ornatos geométricos.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
46,292,Candeia,,05 Interiores > 05.4 Objeto de Iluminação,[Brasil],Século XIX | Século XVIII,Não identificado,batido | ferro fundido,"Altura (cm): 30,5 Largura (cm): 11,5 Comprimento (cm): Profundidade (cm): 9,0 Diâmetro (cm): Peso (g): Circunferência (cm):","Candeia de bojo semi-esférico, em formato de concha, com um bico; lado oposto com uma haste curva, serrilhada na borda interna, onde corre uma alça de sustentação, de recortes curvos ao alto, onde se prende um gancho de secção retorcida, com a extremidade em “tau”.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
47,299,Lampadário,,05 Interiores > 05.4 Objeto de Iluminação,,Século XIX,Não identificado,bronze fundido | prensado,"Altura (cm): 73,5 Largura (cm): Comprimento (cm): Profundidade (cm): Diâmetro (cm): 32,5 Peso (g): Circunferência (cm):","Lampadário de base circular, campanulada e frisada, seguida de curta coluna torneada, em nó periforme; centro com bojo periforme, frisado, com estrangulamento ao meio e quatro bicos curvos inferiores; superiormente, termina em uma haste cilíndrica, fina e comprida, onde se encaixam um suporte quadripartido, com dois ganchos, seguido de um braço curto e sinuoso; ao alto uma alça elíptica, com torneado e frisos, arrematada por um pináculo.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
48,300,Lanterna de mineiro,,05 Interiores > 05.4 Objeto de Iluminação,[Europa],Século XIX,Não identificado,latão amarelo prensado | madeira | vidro,"Altura (cm): 21,5/ 33,5 (c/a alça) Largura (cm): 16,0 Comprimento (cm): Profundidade (cm): 12,0 Diâmetro (cm): Peso (g): Circunferência (cm):","Lanterna de forma paralelepípedica, em duas partes que se abrem; parte da frente, envidraçada, tem as partes superior e inferior vazadas em orifícios circulares; ainda na parte superior um elemento semicilíndrico, com orifícios circulares; interior com bico do queimador e o prato refletor côncavo; parte posterior funcionando como reservatório do combustível, separada em dois compartimentos, por um bico; parte superior, presa à da frente, com dois orifícios para colocação do combustível; duas alças curvas, uma comprida e outra curta, com pega em madeira torneada; parte inferior, solta, onde se prende o prato refletor, com orifício ligado ao bico do queimador; possui dois ganchos laterais, que a prende à parte superior e, por trás, duas alças curvas e um gancho para fixação da lanterna.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
49,301,Lanterna,,05 Interiores > 05.4 Objeto de Iluminação,,Século XIX,Não identificado,ferro fundido | latão prensado | madeira recortada,"Altura (cm): 34,0 Largura (cm):14,0 Comprimento (cm): Profundidade (cm): 18,0 Diâmetro (cm): 15,5 Peso (g): Circunferência (cm):","Lanterna de base circular, com bojo inferior, que serve como reservatório do combustível, cilíndrico; bojo superior, que serve como refletor, de formato cilíndrico horizontal, com a boca mais larga, vazada em orifícios; laterais também vazadas em orifícios; interior vazado em orifícios com bicos; parte superior com um vazado, coberto por alça larga, encurvada; por trás eleva-se uma haste, terminada em uma pega cilíndrica horizontal em madeira; parece que possuía uma vidraça articulada.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
50,302,Lanterna,,05 Interiores > 05.4 Objeto de Iluminação,Inglaterra | Manchester,Século XIX,[John Son Company],bronze | fundição | latão | prensa,"Altura (cm): 26,0 Largura (cm): Comprimento (cm): Profundidade (cm): Diâmetro (cm): 9,0 Peso (g): Circunferência (cm):","Lanterna de bojo cilíndrico, com o reservatório de combustível na base; onde é provido de um bico para o pavio; centro fechado; parte superior fechada por uma lata improvisada, provida de uma alça.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
51,304,Lanterna,,05 Interiores > 05.4 Objeto de Iluminação,Birmingham | Inglaterra,Século XIX,J. Wilson Browne & Son (Fabricante),fundido | latão prensado | vidro,"Altura (cm): 38,0 Largura (cm): 20,0 Comprimento (cm): Profundidade (cm): 20,0 Diâmetro (cm): Peso (g): Circunferência (cm):","Lanterna de bojo quadrado, de base lisa, envidraçado, guarnecido por grade de quatro hastes cruzadas; arestas lisas; parte superior lisa, onde se prende uma alça simples, comprida, terminada em volta; tampa em forma de cúpula, com uma parte cilíndrica, vazada em elementos geométricos; possui um fecho que permite fixá-la no topo do bojo; possui a base e o fundo interno vazado em orifícios.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
52,308,Molde para cadinho (provável),,06 Trabalho > 06.3 Equipamento de Artistas/Artesãos,,Século XVIII,Não identificado,ferro fundido | madeira recortada,"Altura (cm):42,0 Largura (cm):38,0 Comprimento (cm): Profundidade (cm): 37,0 Diâmetro (cm): Peso (g): Circunferência (cm):","Objeto composto de dois blocos articulados de madeira que, quando fechados, formam um cubo; possui o miolo escavado em forma de um semicone, que formam um cone quando fechado. Os blocos encontram-se unidos por duas chapas de ferro, articulados por dobradiças e travados por uma lingüeta com ganchos e pinos; superfície superior revestida por uma chapa de ferro, em cujo centro entra um cone de madeira, com revestimento superior de ferro, preso a uma haste de ferro transversal, com alça ao meio e uma barra vertical em cada extremo, que se encaixa em canaletas, nas laterais dos blocos.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
53,314,Engenho de Triturar minério,,06 Trabalho > 06.11 Maquinaria,Brasil | Minas Gerais,Século XIX,Não identificado,ferro | fundição | madeira | recorte,"Altura (cm): 348,0 (pilões) Largura (cm): Comprimento (cm): 569 (do eixo) Profundidade (cm): Diâmetro (cm): 310,0 (roda) Peso (g): Circunferência (cm):","Engenho composto por uma roda grande, tendo por fora os compartimentos (caixas) para receber a água e por dentro seis pares de raios que se prendem um grosso eixo cilíndrico, sustentado, nos extremos, por dois cavaletes, onde se apóia sobre duas pedras. Na parte central, o eixo faz movimentar, através de um sistema de pás, a oito grandes pilões de madeira, de seção quadrangular, com as cabeças inferiores em ferro. Estes pilões se movimentam dentro de uma estrutura retangular, com quatro traves verticais e dois pares de traves horizontais.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
54,315,Relógio de Sol,,14 Medição/Registro/Observação/Processamento > 14.1 Instrumento de Precisão/Óptico,Minas Gerais | Sabará,Século XIX | Século XVIII,Não identificado,fundição | metal | pedra | recorte,"Altura (cm): 130,0 Largura (cm): Comprimento (cm): Profundidade (cm): Diâmetro (cm): 84,0 Peso (g): Circunferência (cm):","Base circular em pedras irregulares; coluna cilíndrica em pedras aparadas, de tom rosado; mostrador em pedra sabão circular, com marcações cobrindo o período de 06 horas a 18 horas, riscadas na pedra, inclusive as marcas dos minutos, num total de nove em cada metade de círculo. Em uma extremidade possui um triangulo metálico, onde se prende um arame que serve para projetar a sombra sobre o mostrador, e que se fixa, no extremo oposto, em pequena placa metálica cilíndrica, com dois orifícios.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
