,"""Número de registro"",""Outros números"",Denominação,Material/Técnica,Classificação,Autor,""Resumo descritivo"",""Estado de conservação"",""Data de produção"",""Dimensões - largura"",""Dimensões - diâmetro"",""Dimensões - altura"",""Dimensões - espessura"",""Dimensões - profundidade/comprimento"",""Dimensões - peso"",Situação",Número de registro,Outros números,Denominação,Material/Técnica,Classificação,Autor,Resumo descritivo,Estado de conservação,Data de produção,Dimensões - largura,Dimensões - diâmetro,Dimensões - altura,Dimensões - espessura,Dimensões - profundidade/comprimento,Dimensões - peso,Situação,ACERVO,URL,TAINACAN_COLECTION_ID
21,,JC-18-903,JC-18-903,Calcificação,Ósseo,16 Amostras/Fragmentos,,"Calcificação oblonga peduncular pisciforme completa, apresentando pequena fratura na extremidade oposta ao pedúnculo",Ruim,Não se aplica,,,,"0,4","5,7",5,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
22,,JC-18-902,JC-18-902,Calcificação,Ósseo,16 Amostras/Fragmentos,,Calcificação oblonga peduncular pisciforme completa,Regular,Não se aplica,,,,"1,4","7,1",8,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
23,,JC-18-901,JC-18-901,Cleithrum,Ósseo,16 Amostras/Fragmentos,,"Osso de peixe “teleósteo” (Xaréu) completo, apresentando longa fratura longitudinal na face articular com a escápula",Regular,Não se aplica,,,,"1,6","7,4",18,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
24,,JC-18-900,JC-18-900,Cleithrum,Ósseo,16 Amostras/Fragmentos,,"Osso de peixe “teleósteo” (Xaréu) incompleto, apresentando fratura transversal numa das extremidades e longitudinalmente na face articular com a escápula",Regular,Não se aplica,,,,"1,8","7,2",15,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
25,,JC-18-90,JC-18-090,Lítico bruto,Lítico,16 Amostras/Fragmentos,,"Bloco natural triângulo irregular de faces côncavas, com um de seus lados e uma das extremidades convexas, sem sinais de ação antrópica",Bom,Não se aplica,,,,"5,7","9,7",583,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
26,,JC-18-899,JC-18-899,Cleithrum,Ósseo,16 Amostras/Fragmentos,,"Osso de peixe “teleósteo” (Xaréu) completo, apresentando longa fratura longitudinal na face articular com a escápula",Regular,Não se aplica,,,,"2,1","7,1",18,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
27,,JC-18-898,JC-18-898,Vértebra de peixe,Fauna,16 Amostras/Fragmentos,,"Vértebra caudal de peixe incompleta, correspondendo apenas ao corpo que apresenta uma perfuração central",Regular,Não se aplica,,,,Não se aplica,Não se aplica,16,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
28,,JC-18-897,JC-18-897,Vértebra de peixe polida,Fauna,16 Amostras/Fragmentos,,"Vértebra de peixe incompleta, compreendendo apenas o corpo, polido e com pigmentação de cor escura e de brilho e apresentando perfuração central circular e com desgastes nos bordos. Peça provavelmente integrante de artefato de adorno",Regular,Não se aplica,,,,Não se aplica,Não se aplica,5,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
29,,JC-18-896,JC-18-896,Vértebra de peixe polida,Fauna,16 Amostras/Fragmentos,,"Vértebra de peixe incompleta, compreendendo apenas o corpo, polido e com pigmentação de cor escura e de brilho e apresentando perfuração central circular e com desgastes nos bordos. Peça provavelmente integrante de artefato de adorno",Regular,Não se aplica,,,,Não se aplica,Não se aplica,5,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
30,,JC-18-895,JC-18-895,Vértebra de peixe,Fauna,16 Amostras/Fragmentos,,"Vértebra de peixe incompleta, compreendendo apenas o corpo polido e com quatro perfurações oblongas verticais, na região dos arcos neurais, duas das quais fraturadas, assim como um dos bordos",Regular,Não se aplica,,,,Não se aplica,Não se aplica,4,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
31,,JC-18-894,JC-18-894,Vértebra de peixe,Fauna,16 Amostras/Fragmentos,,"Vértebra de peixe incompleta, compreendendo apenas o corpo polido e com pigmentação na cor escura e de brilho, e apresentando central circular e fratura e desgastes",Bom,Não se aplica,,,,Não se aplica,Não se aplica,13,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
32,,JC-18-892,JC-18-892,Vértebra de peixe polida,Fauna,16 Amostras/Fragmentos,,"Vértebra de peixe incompleta, compreendendo apenas o corpo, polido e com pigmentação de cor escura e de brilho e apresentando perfuração central circular e fratura nos bordos. Peça provavelmente integrante de artefato de adorno",Regular,Não se aplica,,,,Não se aplica,Não se aplica,13,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
33,,JC-18-891,JC-18-891,Vértebra de peixe,Fauna,16 Amostras/Fragmentos,,"Vértebra de peixe incompleta, compreendendo apenas o corpo polido e com pigmentação na cor escura e de brilho. Apresentação circular central e com desgastes laterais",Bom,Não se aplica,,,,Não se aplica,Não se aplica,13,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
34,,JC-18-890,JC-18-890,Vértebra de peixe polida,Fauna,16 Amostras/Fragmentos,,"Vértebra de peixe incompleta, correspondendo apenas ao corpo que se encontra polido e com pigmentação de cor escura e de brilho, e apresenta perfuração central e pequenos desastes nos bordos",Bom,Não se aplica,,,,Não se aplica,Não se aplica,13,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
35,,JC-18-889,JC-18-889,Vértebra de peixe polida,Fauna,16 Amostras/Fragmentos,,"Vértebra de peixe incompleta, correspondendo apenas ao corpo que se encontra polido e com pigmentação de cor escura e de brilho, e apresenta 04 perfurações oblonas na reião dos arcos neurais",Regular,Não se aplica,,,,Não se aplica,Não se aplica,1,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
36,,JC-18-887,JC-18-887,Vértebra de peixe polida,Fauna,16 Amostras/Fragmentos,,"Vértebra de peixe incompleta, compreendendo apenas o corpo, polido e com pigmentação de cor escura e de brilho e apresentando 04 perfurações na região dos arcos neurais. Peça provavelmente integrante de artefato de adorno",Bom,Não se aplica,,,,Não se aplica,Não se aplica,3,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
37,,JC-18-886,JC-18-886,Vértebra de peixe polida,Fauna,16 Amostras/Fragmentos,,"Vértebra de peixe incompleta, compreendendo apenas o corpo, polido e com pigmentação de cor escura e de brilho e apresentando 04 perfurações oblongas verticais na região dos arcos neurais. Peça provavelmente integrante de artefato de adorno",Bom,Não se aplica,,,,Não se aplica,Não se aplica,3,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
38,,JC-18-885,JC-18-885,Vértebra de peixe polida,Fauna,16 Amostras/Fragmentos,,"Vértebra de peixe incompleta, compreendendo apenas o corpo, polido e com pigmentação de cor escura e de brilho e apresentando 04 perfurações na região dos arcos neurais. Peça provavelmente integrante de artefato de adorno",Bom,Não se aplica,,,,Não se aplica,Não se aplica,2,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
39,,JC-18-884,JC-18-884,Vértebra de peixe polida,Fauna,16 Amostras/Fragmentos,,"Vértebra de peixe incompleta, compreendendo apenas o corpo, polido e com pigmentação de cor escura e de brilho e apresentando 04 perfurações na região dos arcos neurais. Peça provavelmente integrante de artefato de adorno",Bom,Não se aplica,,,,Não se aplica,Não se aplica,1,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
40,,JC-18-883,JC-18-883,Vértebra de peixe,Fauna,16 Amostras/Fragmentos,,"Vértebra de peixe incompleta, compreendendo apenas o corpo, polido e com pigmentação na cor escura em parte do lado e de brilho, apresentando ainda quatro perfurações na região dos arcos neurais",Bom,Não se aplica,,,,Não se aplica,Não se aplica,2,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
41,,JC-18-882,JC-18-882,Vértebra de peixe,Fauna,16 Amostras/Fragmentos,,"Vértebra de peixe incompleta, compreendendo apenas o corpo polido e com pigmentação na cor escura e de brilho, apresentando ainda quatro perfurações na região dos arcos neurais, duas das quais fraturadas, assim como um dos bordos",Bom,Não se aplica,,,,Não se aplica,Não se aplica,3,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
42,,JC-18-881,JC-18-881,Vértebra de peixe polida,Fauna,16 Amostras/Fragmentos,,"Vértebra de peixe incompleta, compreendendo apenas o corpo, polido e com pigmentação de cor escura e de brilho e apresentando 04 perfurações na região dos arcos neurais. Peça provavelmente integrante de artefato de adorno",Regular,Não se aplica,,,,Não se aplica,Não se aplica,2,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
43,,JC-18-880,JC-18-920,Vértebra de peixe polida,Fauna,16 Amostras/Fragmentos,,"Vértebra de peixe incompleta, compreendendo apenas o corpo, polido e com pigmentação de cor escura e de brilho e apresentando 04 perfurações na região dos arcos neurais. Peça provavelmente integrante de artefato de adorno",Bom,Não se aplica,,,,Não se aplica,Não se aplica,3,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
44,,JC-18-88,JC-18-088,Lítico bruto,Lítico,16 Amostras/Fragmentos,,"Bloco natural oblongo, apresentando uma das extremidades área aplanada, sem sinais de ação antrópica",Bom,Não se aplica,,,,"3,4","7,2",159,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
45,,JC-18-878,JC-18-873,Vértebra de peixe,Fauna,16 Amostras/Fragmentos,,"Vértebra caudal de peixe, incompleta, compreendendo o corpo",Regular,Não se aplica,,,,Não se aplica,Não se aplica,6,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
46,,JC-18-878,JC-18-878,Vértebra de peixe,Fauna,16 Amostras/Fragmentos,,"Vértebra caudal de peixe, incompleta, compreendendo o corpo com fratura na região do arco neural ventral",Regular,Não se aplica,,,,Não se aplica,Não se aplica,5,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
47,,JC-18-877,JC-18-877,Vértebra de peixe,Fauna,16 Amostras/Fragmentos,,"Vértebra caudal de peixe, incompleta, apresentando o corpo, o arco neural dorsal incompleto",Bom,Não se aplica,,,,Não se aplica,Não se aplica,17,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
48,,JC-18-876,JC-18-876,Vértebra de peixe,Fauna,16 Amostras/Fragmentos,,"Vértebra caudal de peixe, incompleta, apresentando o corpo e parte do arco neural dorsal",Bom,Não se aplica,,,,Não se aplica,Não se aplica,4,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
49,,JC-18-875,JC-18-875,Vértebra de peixe,Fauna,16 Amostras/Fragmentos,,"Vértebra caudal de peixe, incompleta, apresentando apenas o corpo",Bom,Não se aplica,,,,Não se aplica,Não se aplica,6,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
50,,JC-18-872,JC-18-872,Vértebra de peixe,Fauna,16 Amostras/Fragmentos,,"Vértebra caudal de peixe, incompleta, apresentando apenas o corpo",Bom,Não se aplica,,,,Não se aplica,Não se aplica,6,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
51,,JC-18-871,JC-18-871,Vértebra de peixe,Fauna,16 Amostras/Fragmentos,,"Vértebra caudal de peixe, incompleta, compreendendo apenas ao corpo",Bom,Não se aplica,,,,Não se aplica,Não se aplica,7,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
52,,JC-18-870,JC-18-870,Vértebra de peixe,Ósseo,16 Amostras/Fragmentos,,"Vértebra causal de peixe, incompleta, apresentando apenas o corpo",Bom,Não se aplica,,,,Não se aplica,Não se aplica,4,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
53,,JC-18-87,JC-18-87,Lítico bruto,Lítico,16 Amostras/Fragmentos,,"Bloco ovalado com uma das extremidades ligeiramente aplanada, sem sinais de ação antrópica",Bom,Não se aplica,,,,3,"8,1",147,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
54,,JC-18-869,JC-18-869,Vértebra de peixe,Ósseo,16 Amostras/Fragmentos,,"Vértebra caudal de peixe, incompleta, compreendendo apenas o corpo",Regular,Não se aplica,,,,3,Não se aplica,5,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
55,,JC-18-867,JC-18-867,Vértebra de peixe,Fauna,16 Amostras/Fragmentos,,"Vértebra caudal de peixe, incompleta, compreendendo o corpo, os arcos neurais e início da apófise espinhosa dorsal com sinais de calcificação",Regular,Não se aplica,,,,"2,7","6,9",10,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
56,,JC-18-866,JC-18-866,Vértebra de peixe,Fauna,16 Amostras/Fragmentos,,"Vértebra caudal de peixe, incompleta, compreendendo o corpo, o arco neural e dorsal e a apófise espinhosa também dorsal fraturada em sua extremidade",Regular,Não se aplica,,,,"2,6","6,6",9,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
57,,JC-18-865,JC-18-865,Vértebra de peixe,Fauna,16 Amostras/Fragmentos,,"Vértebra caudal de peixe, incompleta, compreendendo o corpo perfurado, o arco neural dorsal e início da apófise espinhosa dorsal",Regular,Não se aplica,,,,"2,6","5,2",8,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
58,,JC-18-864,JC-18-864,Vértebra de peixe,Fauna,16 Amostras/Fragmentos,,"Vértebra caudal de peixe, incompleta, compreendendo o corpo perfurado, o arco neural dorsal e arco neural ventral incompleto",Regular,Não se aplica,,,,"2,7",5,8,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
59,,JC-18-863,JC-18-863,Vértebra de peixe,Fauna,16 Amostras/Fragmentos,,"Vértebra caudal de peixe, incompleta, compreendendo o corpo, o arco neural e apófise espinhosa dorsal com início de calcificação",Regular,Não se aplica,,,,"2,5","7,9",11,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
60,,JC-18-861,JC-18-861,Vértebra de peixe,Fauna,16 Amostras/Fragmentos,,"Vértebra caudal de peixe, incompleta, compreendendo o corpo os arcos neurais e início da apófise espinhosa ventral. Apresenta o arco neural com fratura",Regular,Não se aplica,,,,Não se aplica,Não se aplica,5,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
61,,JC-18-860,JC-18-860,Vértebra de peixe,Fauna,16 Amostras/Fragmentos,,"Vértebra caudal de peixe, incompleta, compreendendo o corpo os arcos neurais e parte da apófise espinhosa ventral",Regular,Não se aplica,,,,"2,5","6,6",7,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
62,,JC-18-86,JC-18-086,Lítico bruto,Lítico,16 Amostras/Fragmentos,,"Bloco natural triângulo-irregular de face superior inclinada e inferior côncava, sem sinais de ação antrópica",Bom,Não se aplica,,,,4,"7,8",282,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
63,,JC-18-859,JC-18-859,Vértebra de peixe,Fauna,16 Amostras/Fragmentos,,Calcificação tubercular completa de apófise espinhosa de vértebra,Regular,Não se aplica,,,,"2,4","4,9",5,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
64,,JC-18-858,JC-18-858,Vértebra de peixe,Fauna,16 Amostras/Fragmentos,,"Vértebra dorsal de peixe, incompleta, compreendendo o corpo e partes de calcificação tubercular na região da apófise espinhosa",Regular,Não se aplica,,,,"3,7","6,7",9,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
65,,JC-18-856,JC-18-856,Vértebra de peixe,Fauna,16 Amostras/Fragmentos,,"Vértebra dorsal de peixe, incompleta, apresentando-se fraturada na base das apófises espinhosa e transversal e compreendendo apenas ao corpo",Bom,Não se aplica,,,,Não se aplica,Não se aplica,7,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
66,,JC-18-855,JC-18-855,Vértebra de peixe,Fauna,16 Amostras/Fragmentos,,"Vértebra dorsal de peixe, incompleta, apresentando-se fraturada na base das apófises espinhosa e transversal e compreendendo apenas o corpo",Bom,Não se aplica,,,,Não se aplica,Não se aplica,5,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
67,,JC-18-853,JC-18-853,Osso de frontal de peixe,Fauna,16 Amostras/Fragmentos,,"Frontal de crânio de peixe, com fraturas e apresentando os “saculus” com fraturas circulares, mas ainda comportando os otólitos",Bom,Não se aplica,,,,2,8,10,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
68,,JC-18-852,JC-18-852,Calcificação,Ósseo,16 Amostras/Fragmentos,,Calcificação oblonga peduncular pisciforme fraturada transversalmente na extremidade oposta ao pedúnculo e com desgastes generalizados na superfície,Regular,Não se aplica,,,,"1,2","0,8",4,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
69,,JC-18-850,JC-18-850,Calcificação,Ósseo,16 Amostras/Fragmentos,,Calcificação oblonga peduncular pisciforme apresentando fratura transversal na extremidade oposta ao pedúnculo,Regular,Não se aplica,,,,"1,7","5,7",7,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
70,,JC-18-85,JC-18-085,Lítico bruto,Lítico,16 Amostras/Fragmentos,,"Bloco natural ovalado de face inferior plana e superior convexa e com fratura, apresentando em uma das extremidades pequena depressão semi-esférica, sem sinais de ação antrópica",Bom,Não se aplica,,,,"4,1","6,9",268,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
71,,JC-18-849,JC-18-849,Calcificação,Ósseo,16 Amostras/Fragmentos,,Calcificação oblonga peduncular pisciforme fraturada na base do pedúnculo e com desgastes generalizados na superfície oposta ao pedúnculo,Regular,Não se aplica,,,,"1,2","6,7",6,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
72,,JC-18-848,JC-18-848,Calcificação,Ósseo,16 Amostras/Fragmentos,,"Calcificação oblonga peduncular de pisciforme completa, apresentando fratura transversal ao pedúnculo",Ruim,Não se aplica,,,,"0,8","6,8",6,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
73,,JC-18-847,JC-18-847,Calcificação,Ósseo,16 Amostras/Fragmentos,,"Calcificação oblonga peduncular de pisciforme completa, apresentando desgastes generalizados na superfície",Regular,Não se aplica,,,,"1,2","5,6",3,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
74,,JC-18-846,JC-18-846,Calcificação,Ósseo,16 Amostras/Fragmentos,,"Calcificação oblonga peduncular de pisciforme completa, apresentando fratura transversal na extremidade oposta ao pedúnculo",Regular,Não se aplica,,,,"0,7","4,8 6,7",6,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
75,,JC-18-845,JC-18-845,Calcificação,Ósseo,16 Amostras/Fragmentos,,Calcificação oblonga peduncular de pisciforme fraturada transversalmente na extremidade oposta ao pedúnculo,Regular,Não se aplica,,,,"0,7",6,2,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
76,,JC-18-844,JC-18-844,Calcificação,Ósseo,16 Amostras/Fragmentos,,"Calcificação oblonga peduncular de pisciforme completa, apresentando fratura transversal na extremidade oposta ao pedúnculo",Regular,Não se aplica,,,,"1,2","6,8",6,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
77,,JC-18-843,JC-18-843,Calcificação,Ósseo,16 Amostras/Fragmentos,,"Calcificação oblonga peduncular de pisciforme completa, apresentando desgastes na superfície",Ruim,Não se aplica,,,,1,"6,8",7,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
78,,JC-18-842,JC-18-842,Calcificação,Ósseo,16 Amostras/Fragmentos,,"Calcificação oblonga peduncular de pisciforme completa, apresentando desgastes generalizados e fraturas na base do pedúnculo",Regular,Não se aplica,,,,"0,3","6,5",5,Localizado,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
