,Resumo descritivo,Denominação,Número de registro,Classificação,Título,Local de produção,Data de produção,Material/Técnica,Estado de conservação,Dimensões - diâmetro,Dimensões - peso,ACERVO,URL,TAINACAN_COLECTION_ID
78,"Anverso: Ao centro, a cabeça do rei, à direita, com cabeleira e coroa de louro, tendo, no exergo, a letra R. e o ano de 1727 e um ponto à direita. Legenda: IOANNES. V. D. PORT. ET. ALG. REX. Reverso: As armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182612,03 Objetos Pecuniários,800 réis,Rio de Janeiro,1727,Ouro,Bom,"15,12","1,37",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
79,"Anverso: Ao centro, a cabeça do rei, à direita, com cabeleira e coroa de louro, tendo, no exergo, a letra R. e o ano de 1730 e um ponto à direita. Legenda: IOANNES. V. D. PORT. ET. ALG. REX. Reverso: As armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182613,03 Objetos Pecuniários,800 réis,Rio de Janeiro,1730,Ouro,Bom,"15,41","1,38",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
80,"Anverso: Ao centro, a cabeça do rei, à direita, com cabeleira e coroa de louro, tendo, no exergo, a letra R. e o ano de 1734 e um ponto à direita. Legenda: IOANNES. V. D. PORT. ET. ALG. REX. Reverso: As armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182614,03 Objetos Pecuniários,800 réis,Rio de Janeiro,1734,Ouro,Bom,"16,23","1,37",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
81,"Anverso: Ao centro, a cabeça do rei, à direita, com cabeleira e coroa de louro, tendo, no exergo, a letra R. e o ano de 1734 e um ponto à direita. Legenda: IOANNES. V. D. PORT. ET. ALG. REX. Reverso: As armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182615,03 Objetos Pecuniários,800 réis,Rio de Janeiro,1734,Ouro,Bom,"17,1","1,63",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
82,"Anverso: Ao centro, a cabeça do rei, à direita, com cabeleira e coroa de louro, tendo, no exergo, a letra R. e o ano de 1736 e um ponto à direita. Legenda: IOANNES. V. D. PORT. ET. ALG. REX. Reverso: As armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182616,03 Objetos Pecuniários,800 réis,Rio de Janeiro,1736,Ouro,Bom,"15,9","1,42",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
83,"Anverso: busto de D. João V sobre letra monetária R entre dois pontos. Reverso: coroa real sobre o ano de 1734, legenda IOAN. V. DG. P. REX na orla metade inferior .",Moeda,182617,03 Objetos Pecuniários,400 réis,Rio de Janeiro,1734,Ouro,Bom,"13,7","0,97",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
84,"Anverso: Ao centro, as armas do Reino, cortando a legenda, com 4000, entre dois trifólios, à esquerda, e quatro florões, também entre entre dois trifólios, à direita. Legenda: IOANNES. V. D. G. PORT. ET. ALG. REX. Reverso: ao centro, a cruz de Cristo, com ponto no meio, cantonada por quatro B. Legenda: + IN + HOC + SIGNO + VINCES +. 1716 .",Moeda,182618,03 Objetos Pecuniários,4.000 réis,Bahia,1716,Ouro,Bom,,,mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
85,"Anverso: Ao centro, as armas do Reino, cortando a legenda, com 4000, entre dois trifólios, à esquerda, e quatro florões, também entre entre dois trifólios, à direita. Legenda: IOANNES. V. D. G. PORT. ET. ALG. REX. Reverso: ao centro, a cruz de Cristo, com ponto no meio, cantonada por quatro B. Legenda: + IN + HOC + SIGNO + VINCES +. 1717 .",Moeda,182619,03 Objetos Pecuniários,4.000 réis,Bahia,1717,Ouro,Bom,,,mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
86,"Anverso: Ao centro, as armas do Reino, cortando a legenda, com 4000, entre duas flores de lis, à esquerda, e quatro florões, também entre duas flores de lis, à direita. Legenda: IOANNES. V. D. G. PORT. ET. ALG. REX. Reverso: ao centro, a cruz de Cristo, com ponto no meio, cantonada por quatro B. Legenda: + IN + HOC + SIGNO + VINCES + x 1718 x .",Moeda,182620,03 Objetos Pecuniários,4.000 réis,Bahia,1718,Ouro,Bom,"30,1","10,68",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
87,"Anverso: Ao centro, as armas do Reino, cortando a legenda, com 4000, entre duas flores de lis, à esquerda, e quatro florões, também entre duas flores de lis, à direita. Legenda: IOANNES. V. D. G. PORT. ET. ALG. REX. Reverso: ao centro, a cruz de Cristo, com ponto no meio, cantonada por quatro B. Legenda: + IN + HOC + SIGNO + VINCES + x 1719 x .",Moeda,182621,03 Objetos Pecuniários,4.000 réis,Bahia,1719,Ouro,Bom,"29,5","10,72",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
88,"Anverso: Ao centro, as armas do Reino, cortando a legenda, com 4000, entre duas flores de lis, à esquerda, e quatro florões, também entre duas flores de lis, à direita. Legenda: IOANNES. V. D. G. PORT. ET. ALG. REX. Reverso: ao centro, a cruz de Cristo, com ponto no meio, cantonada por quatro B. Legenda: + IN + HOC + SIGNO + VINCES + x 1720 x .",Moeda,182622,03 Objetos Pecuniários,4.000 réis,Bahia,1720,Ouro,Bom,"29,5","10,3",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
89,"Anverso: Ao centro, as armas do Reino, cortando a legenda, com 4000, entre duas flores de lis, à esquerda, e quatro florões, também entre duas flores de lis, à direita. Legenda: IOANNES. V. D. G. PORT. ET. ALG. REX. Reverso: ao centro, a cruz de Cristo, com ponto no meio, cantonada por quatro B. Legenda: + IN + HOC + SIGNO + VINCES + x 1721 x .",Moeda,182623,03 Objetos Pecuniários,4.000 réis,Bahia,1721,Ouro,Bom,"29,4","10,63",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
90,"Anverso: Ao centro, as armas do Reino, cortando a legenda, com 4000, entre duas flores de lis, à esquerda, e quatro florões, também entre duas flores de lis, à direita. Legenda: IOANNES. V. D. G. PORT. ET. ALG. REX. Reverso: ao centro, a cruz de Cristo, com ponto no meio, cantonada por quatro B. Legenda: + IN + HOC + SIGNO + VINCES + x 1722 x .",Moeda,182624,03 Objetos Pecuniários,4.000 réis,Bahia,1722,Ouro,Bom,"29,5","10,47",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
91,"Anverso: Ao centro, as armas do Reino, cortando a legenda, com 4000, entre duas flores de lis, à esquerda, e quatro florões, também entre duas flores de lis, à direita. Legenda: IOANNES. V. D. G. PORT. ET. ALG. REX. Reverso: ao centro, a cruz de Cristo, com ponto no meio, cantonada por quatro B. Legenda: + IN + HOC + SIGNO + VINCES + x 1723 x .",Moeda,182625,03 Objetos Pecuniários,4.000 réis,Bahia,1723,Ouro,Bom,"29,5","10,6",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
92,"Anverso: Ao centro, as armas do Reino, cortando a legenda, com 2000, entre duas flores de lis, à esquerda, e quatro florões, também entre duas flores de lis, à direita. Legenda: IOANNES. V. D. G. PORT. ET. ALG. REX. Reverso: ao centro, a cruz de Cristo, com ponto no meio, cantonada por quatro B. Legenda: + IN + HOC + SIGNO + VINCES +. 1715 .",Moeda,182626,03 Objetos Pecuniários,2.000 réis,Bahia,1715,Ouro,Bom,,,mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
93,"Anverso: Ao centro, as armas do Reino, cortando a legenda, com 1000, entre duas flores de lis, à esquerda, e quatro florões, também entre duas flores de lis, à direita. Legenda: IOANNES. V. D. G. P. ET. ALG. REX. Reverso: ao centro, a cruz de Cristo cantonada por quatro B. Legenda: + IN + HOC + SIGNO + VINCES + x 1714 x .",Moeda,182627,03 Objetos Pecuniários,1.000 réis,Bahia,1714,Ouro,Bom,"18,4","2,57",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
94,"Anverso: Ao centro, as armas do Reino, cortando a legenda, com 1000, entre duas flores de lis, à esquerda, e quatro florões, também entre duas flores de lis, à direita. Legenda: IOANNES. V. D. G. P. ET. ALG. REX. Reverso: ao centro, a cruz de Cristo cantonada por quatro B. Legenda: + IN + HOC + SIGNO + VINCES + x 1715 x .",Moeda,182628,03 Objetos Pecuniários,1.000 réis,Bahia,1715,Ouro,Bom,"18,7","2,65",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
95,"Anverso: Ao centro, as armas do Reino, cortando a legenda, com 1000, entre duas flores de lis, à esquerda, e quatro florões, também entre duas flores de lis, à direita. Legenda: IOANNES. V. D. G. P. ET. ALG. REX. Reverso: ao centro, a cruz de Cristo cantonada por quatro B. Legenda: + IN + HOC + SIGNO + VINCES + x 1715 x .",Moeda,182629,03 Objetos Pecuniários,1.000 réis,Bahia,1715,Ouro,Bom,"17,4","2,2",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
0,"Anverso: Ao centro, as armas do Reino, cortando a legenda, com 1000, entre duas flores de lis, à esquerda, e quatro florões, também entre duas flores de lis, à direita. Legenda: IOANNES. V. D. G. P. ET. ALG. REX. Reverso: ao centro, a cruz de Cristo cantonada por quatro B. Legenda: + IN + HOC + SIGNO + VINCES + x 1722 x .",Moeda,182630,03 Objetos Pecuniários,1.000 réis,Bahia,1722,Ouro,Bom,"15,7","1,78",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
1,"Anverso: Ao centro, as armas do Reino, cortando a legenda, com 1000, entre dois trifólios, à esquerda, e quatro florões, também entre dois trifólios, à direita. Legenda: IOANNES. V. D. G. P. ET. ALG. REX. Reverso: ao centro, a cruz de Cristo cantonada por quatro B. Legenda: + IN + HOC + SIGNO + VINCES + x 1723 x .",Moeda,182631,03 Objetos Pecuniários,1.000 réis,Bahia,1723,Ouro,Bom,,,mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
2,"Anverso: Ao centro, as armas do Reino, cortando a legenda, com 1000, entre dois trifólios, à esquerda, e quatro florões, também entre dois trifólios, à direita. Legenda: IOANNES. V. D. G. P. ET. ALG. REX. Reverso: ao centro, a cruz de Cristo cantonada por quatro B. Legenda: + IN + HOC + SIGNO + VINCES + x 1725 x .",Moeda,182632,03 Objetos Pecuniários,1.000 réis,Bahia,1725,Ouro,Bom,,,mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
3,"Anverso: Ao centro, as armas do Reino, cortando a legenda, com 1000, entre duas flores de lis, à esquerda, e quatro florões, também entre duas flores de lis, à direita. Legenda: IOANNES. V. D. G. P. ET. ALG. REX. Reverso: ao centro, a cruz de Cristo cantonada por quatro B. Legenda: + IN + HOC + SIGNO + VINCES + x 1726 x .",Moeda,182633,03 Objetos Pecuniários,1.000 réis,Bahia,1726,Ouro,Bom,"16,2","1,91",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
4,"Anverso: Ao centro, a cabeça do rei D. João V, à direita, com cabeleira e coroa de louro, tendo, no exergo, a letra B e o ano 1732 com um ponto à direita. Legenda: IOANNES. V. D. G. PORT. ET. ALG. REX. Reverso: As armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182634,03 Objetos Pecuniários,"1,600 réis",Bahia,1732,Ouro,Bom,"20,6","3,48",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
5,"Anverso: Ao centro, a cabeça do rei D. João V, à direita, com cabeleira e coroa de louro, tendo, no exergo, a letra B e o ano 1740. Legenda: IOANNES. V. D. G. PORT. ET. ALG. REX. Reverso: As armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182635,03 Objetos Pecuniários,"1,600 réis",Bahia,1740,Ouro,Bom,"19,1","2,96",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
6,"Anverso: Ao centro, a cabeça do rei D. João V, à direita, com cabeleira e coroa de louro, tendo, no exergo, a letra B e o ano 1747 com um ponto à direita. Legenda: IOANNES. V. D. G. PORT. ET. ALG REX. Reverso: As armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182636,03 Objetos Pecuniários,"1,600 réis",Bahia,1747,Ouro,Bom,"19,5","4,47",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
7,"Anverso: Ao centro, a cabeça do rei D. João V, à direita, com cabeleira e coroa de louro, tendo, no exergo, a letra B e o ano 1750. Legenda: IOANNES. V. D. G. PORT. ET. ALG. REX. . Reverso: As armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182637,03 Objetos Pecuniários,"1,600 réis",Bahia,1750,Ouro,Bom,"18,8","2,91",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
8,"Anverso: Ao centro, a cabeça do rei D. João V, à direita, com cabeleira e coroa de louro, tendo, no exergo, a letra B. e o ano 1727 com um ponto à direita. Legenda: IOANNES. V. D. G. PORT. ET. ALG. REX. Reverso: As armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182638,03 Objetos Pecuniários,800 réis,Bahia,1727,Ouro,Bom,"15,9","1,58",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
9,"Anverso: Ao centro, a cabeça do rei D. João V, à direita, com cabeleira e coroa de louro, tendo, no exergo, a letra B. e o ano 1732 com um ponto à direita. Legenda: IOANNES. V. D. G. PORT. ET. ALG. REX. Reverso: As armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182639,03 Objetos Pecuniários,800 réis,Bahia,1732,Ouro,Bom,16,"1,51",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
10,"Anverso: Ao centro, a cabeça do rei D. João V, à direita, com cabeleira e coroa de louro, tendo, no exergo, a letra B. e o ano 173[6?]. Legenda: IOANNES. V. D. G. PORT. ET. ALG. REX. Reverso: As armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182640,03 Objetos Pecuniários,800 réis,Bahia,[1736?],Ouro,Bom,"16,1","1,63",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
11,"Anverso: Ao centro, a cabeça do rei D. João V, à direita, com cabeleira e coroa de louro, tendo, no exergo, a letra B e o ano 1744. Legenda: IOANNES. V. D. G. [P]ORT. ET. ALG. REX. Reverso: As armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182641,03 Objetos Pecuniários,800 réis,Bahia,1744,Ouro,Bom,"15,4","1,36",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
12,"Anverso: Ao centro, a cabeça do rei D. João V, à direita, com cabeleira e coroa de louro, tendo, no exergo, a letra B e o ano 1747. Legenda: IOANNES. V. D. G. PORT. ET. ALG. REX. Reverso: As armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182642,03 Objetos Pecuniários,800 réis,Bahia,1747,Ouro,Bom,17,"1,8",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
13,"Anverso: Ao centro, a cabeça do rei D. João V, à direita, com cabeleira e coroa de louro, tendo, no exergo, a letra B e o ano 1750. Legenda: IOANNES. V. D. G. PORT. ET. ALG. REX. Reverso: As armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182643,03 Objetos Pecuniários,800 réis,Bahia,1750,Ouro,Bom,"17,3","1,73",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
14,"Anverso: Ao centro, a cabeça do rei D. João V, à direita, com cabeleira e coroa de louro, tendo, no exergo, a letra B e o ano 1751. Legenda: IOANNES. V. D. G. PORT. ET. ALG. REX. Reverso: As armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182644,03 Objetos Pecuniários,800 réis,Bahia,1751,Ouro,Bom,"14,7","1,26",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
15,"Anverso: Ao centro, as armas do Reino, cortando a legenda, com 20000, entre duas flores de lis, à esquerda, e cinco florões, também entre duas flores de lis, à direita. Legenda: IOANNES. V. D. G. PORT. ET. ALG. REX. Reverso: ao centro, a cruz de Cristo, com ponto no meio, cantonada por M. Legenda: + IN + HOC + SIGNO + VINCES + x 1725 x .",Moeda,182645,03 Objetos Pecuniários,20.000 réis,Minas Gerais,1725,Ouro,Bom,"37,9","53,53",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
16,"Anverso: Ao centro, as armas do Reino, cortando a legenda, com 1000, entre duas flores de lis, à esquerda, e quatro florões, também entre duas flores de lis, à direita. Legenda: IOANNES. V. D. G. P. ET. ALG. REX. Reverso: ao centro, a cruz de Cristo cantonada por quatro M. Legenda: + IN + HOC + SIGNO + VINCES + x 1724 x .",Moeda,182646,03 Objetos Pecuniários,1.000 réis,Minas Gerais,1724,Ouro,Bom,"18,1","2,38",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
17,"Anverso: Ao centro, as armas do Reino, cortando a legenda, com 1000, entre duas flores de lis, à esquerda, e quatro florões, também entre duas flores de lis, à direita. Legenda: IOANNES. V. D. G. P. ET. ALG. REX. Reverso: ao centro, a cruz de Cristo cantonada por quatro M. Legenda: + IN + HOC + SIGNO + VINCES + x 1725 x .",Moeda,182647,03 Objetos Pecuniários,1.000 réis,Minas Gerais,1725,Ouro,Bom,"18,5","2,59",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
18,"Anverso: Ao centro, as armas do Reino, cortando a legenda, com 1000, entre dois trifólios, à esquerda, e quatro florões, também entre dois trifólios, à direita. Legenda: IOANNES. V. D. G. P. ET. ALG. REX. Reverso: ao centro, a cruz de Cristo cantonada por quatro M. Legenda: + IN + HOC + SIGNO + VINCES + x 1726 x .",Moeda,182648,03 Objetos Pecuniários,1.000 réis,Minas Gerais,1726,Ouro,Bom,,,mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
19,"Anverso: Ao centro, as armas do Reino, cortando a legenda, com 1000, entre dois trifólios, à esquerda, e quatro florões, também entre dois trifólios, à direita. Legenda: IOANNES. V. D. G. P. ET. ALG. REX. Reverso: ao centro, a cruz de Cristo cantonada por quatro M. Legenda: + IN + HOC + SIGNO + VINCES + x 1726 x .",Moeda,182649,03 Objetos Pecuniários,1.000 réis,Minas Gerais,1726,Ouro,Bom,,,mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
20,"Anverso: Ao centro, as armas do Reino, cortando a legenda, com 1000, entre duas flores de lis, à esquerda, e quatro florões, também entre duas flores de lis, à direita. Legenda: IOANNES. V. D. G. P. ET. ALG. REX. Reverso: ao centro, a cruz de Cristo com furo no meio cantonada por quatro M. Legenda: + IN + HOC + SIGNO + VINCES + x 1727 x .",Moeda,182650,03 Objetos Pecuniários,1.000 réis,Minas Gerais,1727,Ouro,Bom,"19,2","2,61",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
21,"Anverso: Por baixo de uma coroa, entre duas palmas sobrepostas, + IOAN + / + V +, em duas linhas. No exergo, 400. Reverso: Ao centro, a cruz de Cristo, com um ponto ao meio, cantonada por quatro M. Legenda: IN. HOC. SIGNO. VINCES + 1725 + .",Moeda,182651,03 Objetos Pecuniários,480 réis,Minas Gerais,1725,Ouro,Bom,,,mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
22,"Anverso: Por baixo de uma coroa, entre duas palmas sobrepostas, + IOAN + / + V +, em duas linhas. No exergo, 400. Reverso: Ao centro, a cruz de Cristo, com um ponto ao meio, cantonada por quatro M. Legenda: IN. HOC. SIGNO. VINCES + 1726 + .",Moeda,182652,03 Objetos Pecuniários,480 réis,Minas Gerais,1726,Ouro,Bom,,,mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
23,"Anverso: Ao centro, a cabeça do rei D. João V, à direita, com cabeleira e coroa de louro, tendo, no exergo,. M. e. 1750. Legenda: IOANNES. V. D. G. PORT. ET. ALG. REX. Reverso: As armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182653,03 Objetos Pecuniários,"1,600 réis",Minas Gerais,1733,Ouro,Bom,"16,8","1,73",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
24,"Anverso: Ao centro, a cabeça do rei D. João V, à direita, com cabeleira e coroa de louro, tendo, no exergo, a letra M. e o ano 1727 com ponto à direita. Legenda: IOANNES. V. D. G. [PO]RT. ET. ALG. REX. Reverso: As armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182654,03 Objetos Pecuniários,800 réis,Minas Gerais,1727,Ouro,Bom,"16,5","1,75",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
25,"Anverso: Ao centro, a cabeça do rei D. João V, à direita, com cabeleira e coroa de louro, tendo, no exergo, a letra M. e o ano 1728 com ponto à direita. Legenda: IOANNES. V. D. G. POR. T. ET. ALG. REX. Reverso: As armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182655,03 Objetos Pecuniários,800 réis,Minas Gerais,1728,Ouro,Bom,"16,3","1,71",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
26,"Anverso: Ao centro, a cabeça do rei D. João V, à direita, com cabeleira e coroa de louro, tendo, no exergo, a letra M. e o ano 1729 com ponto à direita. Legenda: IOANNES. V. D. G. [P]ORT. ET. ALG. REX. Reverso: As armas do Reino, ornamentadas, ocupando todo o campo .",Moeda,182656,03 Objetos Pecuniários,800 réis,Minas Gerais,1729,Ouro,Bom,"16,4","1,7",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
